"","country","date","searches"
"1532","Bolivia",2005-12-04,0.025
"1533","Brazil",2005-12-04,0.037
"1534","India",2005-12-04,0.123
"1535","Indonesia",2005-12-04,0.307
"1536","Mexico",2005-12-04,0.067
"1537","Philippines",2005-12-04,0.08
"1538","Singapore",2005-12-04,0.156
"1539","Thailand",2005-12-04,NA
"1540","Venezuela",2005-12-04,0.177
"1541","Argentina",2005-12-11,0.014
"1542","Bolivia",2005-12-11,0.015
"1543","Brazil",2005-12-11,0.027
"1544","India",2005-12-11,0.098
"1545","Indonesia",2005-12-11,0.377
"1546","Mexico",2005-12-11,0.05
"1547","Philippines",2005-12-11,0.082
"1548","Singapore",2005-12-11,0.146
"1549","Thailand",2005-12-11,NA
"1550","Venezuela",2005-12-11,0.187
"1551","Argentina",2005-12-18,0.012
"1552","Bolivia",2005-12-18,0.017
"1553","Brazil",2005-12-18,0.043
"1554","India",2005-12-18,0.054
"1555","Indonesia",2005-12-18,0.452
"1556","Mexico",2005-12-18,0.044
"1557","Philippines",2005-12-18,0.08
"1558","Singapore",2005-12-18,0.142
"1559","Thailand",2005-12-18,NA
"1560","Venezuela",2005-12-18,0.18
"1561","Argentina",2005-12-25,0.012
"1562","Bolivia",2005-12-25,0.013
"1563","Brazil",2005-12-25,0.046
"1564","India",2005-12-25,0.049
"1565","Indonesia",2005-12-25,0.43
"1566","Mexico",2005-12-25,0.054
"1567","Philippines",2005-12-25,0.095
"1568","Singapore",2005-12-25,0.138
"1569","Thailand",2005-12-25,NA
"1570","Venezuela",2005-12-25,0.18
"1571","Argentina",2006-01-01,0.01
"1572","Bolivia",2006-01-01,0.013
"1573","Brazil",2006-01-01,0.067
"1574","India",2006-01-01,0.074
"1575","Indonesia",2006-01-01,0.386
"1576","Mexico",2006-01-01,0.033
"1577","Philippines",2006-01-01,0.096
"1578","Singapore",2006-01-01,0.14
"1579","Thailand",2006-01-01,NA
"1580","Venezuela",2006-01-01,0.204
"1581","Argentina",2006-01-08,0.01
"1582","Bolivia",2006-01-08,0.01
"1583","Brazil",2006-01-08,0.055
"1584","India",2006-01-08,0.046
"1585","Indonesia",2006-01-08,0.293
"1586","Mexico",2006-01-08,0.046
"1587","Philippines",2006-01-08,0.095
"1588","Singapore",2006-01-08,0.144
"1589","Thailand",2006-01-08,NA
"1590","Venezuela",2006-01-08,0.207
"1591","Argentina",2006-01-15,0.01
"1592","Bolivia",2006-01-15,0.017
"1593","Brazil",2006-01-15,0.088
"1594","India",2006-01-15,0.047
"1595","Indonesia",2006-01-15,0.248
"1596","Mexico",2006-01-15,0.044
"1597","Philippines",2006-01-15,0.094
"1598","Singapore",2006-01-15,0.135
"1599","Thailand",2006-01-15,NA
"1600","Venezuela",2006-01-15,0.201
"1601","Argentina",2006-01-22,0.01
"1602","Bolivia",2006-01-22,0.011
"1603","Brazil",2006-01-22,0.127
"1604","India",2006-01-22,0.033
"1605","Indonesia",2006-01-22,0.259
"1606","Mexico",2006-01-22,0.042
"1607","Philippines",2006-01-22,0.095
"1608","Singapore",2006-01-22,0.132
"1609","Thailand",2006-01-22,NA
"1610","Venezuela",2006-01-22,0.2
"1611","Argentina",2006-01-29,0.01
"1612","Bolivia",2006-01-29,0.009
"1613","Brazil",2006-01-29,0.133
"1614","India",2006-01-29,0.037
"1615","Indonesia",2006-01-29,0.273
"1616","Mexico",2006-01-29,0.035
"1617","Philippines",2006-01-29,0.084
"1618","Singapore",2006-01-29,0.134
"1619","Thailand",2006-01-29,NA
"1620","Venezuela",2006-01-29,0.194
"1621","Argentina",2006-02-05,0.012
"1622","Bolivia",2006-02-05,0.009
"1623","Brazil",2006-02-05,0.145
"1624","India",2006-02-05,0.029
"1625","Indonesia",2006-02-05,0.221
"1626","Mexico",2006-02-05,0.031
"1627","Philippines",2006-02-05,0.093
"1628","Singapore",2006-02-05,0.123
"1629","Thailand",2006-02-05,NA
"1630","Venezuela",2006-02-05,0.215
"1631","Argentina",2006-02-12,0.012
"1632","Bolivia",2006-02-12,0.02
"1633","Brazil",2006-02-12,0.137
"1634","India",2006-02-12,0.035
"1635","Indonesia",2006-02-12,0.201
"1636","Mexico",2006-02-12,0.036
"1637","Philippines",2006-02-12,0.082
"1638","Singapore",2006-02-12,0.127
"1639","Thailand",2006-02-12,NA
"1640","Venezuela",2006-02-12,0.217
"1641","Argentina",2006-02-19,0.017
"1642","Bolivia",2006-02-19,0.016
"1643","Brazil",2006-02-19,0.136
"1644","India",2006-02-19,0.027
"1645","Indonesia",2006-02-19,0.244
"1646","Mexico",2006-02-19,0.036
"1647","Philippines",2006-02-19,0.084
"1648","Singapore",2006-02-19,0.135
"1649","Thailand",2006-02-19,NA
"1650","Venezuela",2006-02-19,0.199
"1651","Argentina",2006-02-26,0.019
"1652","Bolivia",2006-02-26,0.014
"1653","Brazil",2006-02-26,0.162
"1654","India",2006-02-26,0.029
"1655","Indonesia",2006-02-26,0.235
"1656","Mexico",2006-02-26,0.065
"1657","Philippines",2006-02-26,0.078
"1658","Singapore",2006-02-26,0.132
"1659","Thailand",2006-02-26,NA
"1660","Venezuela",2006-02-26,0.183
"1661","Argentina",2006-03-05,0.024
"1662","Bolivia",2006-03-05,0.012
"1663","Brazil",2006-03-05,0.156
"1664","India",2006-03-05,0.027
"1665","Indonesia",2006-03-05,0.236
"1666","Mexico",2006-03-05,0.049
"1667","Philippines",2006-03-05,0.07
"1668","Singapore",2006-03-05,0.129
"1669","Thailand",2006-03-05,NA
"1670","Venezuela",2006-03-05,0.189
"1671","Argentina",2006-03-12,0.029
"1672","Bolivia",2006-03-12,0.016
"1673","Brazil",2006-03-12,0.167
"1674","India",2006-03-12,0.037
"1675","Indonesia",2006-03-12,0.203
"1676","Mexico",2006-03-12,0.049
"1677","Philippines",2006-03-12,0.071
"1678","Singapore",2006-03-12,0.12
"1679","Thailand",2006-03-12,NA
"1680","Venezuela",2006-03-12,0.167
"1681","Argentina",2006-03-19,0.022
"1682","Bolivia",2006-03-19,0.015
"1683","Brazil",2006-03-19,0.175
"1684","India",2006-03-19,0.034
"1685","Indonesia",2006-03-19,0.247
"1686","Mexico",2006-03-19,0.051
"1687","Philippines",2006-03-19,0.067
"1688","Singapore",2006-03-19,0.122
"1689","Thailand",2006-03-19,NA
"1690","Venezuela",2006-03-19,0.204
"1691","Argentina",2006-03-26,0.024
"1692","Bolivia",2006-03-26,0.029
"1693","Brazil",2006-03-26,0.161
"1694","India",2006-03-26,0.021
"1695","Indonesia",2006-03-26,0.274
"1696","Mexico",2006-03-26,0.071
"1697","Philippines",2006-03-26,0.066
"1698","Singapore",2006-03-26,0.121
"1699","Thailand",2006-03-26,NA
"1700","Venezuela",2006-03-26,0.205
"1701","Argentina",2006-04-02,0.034
"1702","Bolivia",2006-04-02,0.021
"1703","Brazil",2006-04-02,0.155
"1704","India",2006-04-02,0.029
"1705","Indonesia",2006-04-02,0.231
"1706","Mexico",2006-04-02,0.077
"1707","Philippines",2006-04-02,0.065
"1708","Singapore",2006-04-02,0.123
"1709","Thailand",2006-04-02,NA
"1710","Venezuela",2006-04-02,0.168
"1711","Argentina",2006-04-09,0.048
"1712","Bolivia",2006-04-09,0.045
"1713","Brazil",2006-04-09,0.187
"1714","India",2006-04-09,0.024
"1715","Indonesia",2006-04-09,0.207
"1716","Mexico",2006-04-09,0.057
"1717","Philippines",2006-04-09,0.058
"1718","Singapore",2006-04-09,0.115
"1719","Thailand",2006-04-09,NA
"1720","Venezuela",2006-04-09,0.229
"1721","Argentina",2006-04-16,0.041
"1722","Bolivia",2006-04-16,0.054
"1723","Brazil",2006-04-16,0.197
"1724","India",2006-04-16,0.022
"1725","Indonesia",2006-04-16,0.257
"1726","Mexico",2006-04-16,0.074
"1727","Philippines",2006-04-16,0.061
"1728","Singapore",2006-04-16,0.111
"1729","Thailand",2006-04-16,NA
"1730","Venezuela",2006-04-16,0.172
"1731","Argentina",2006-04-23,0.034
"1732","Bolivia",2006-04-23,0.069
"1733","Brazil",2006-04-23,0.217
"1734","India",2006-04-23,0.033
"1735","Indonesia",2006-04-23,0.266
"1736","Mexico",2006-04-23,0.068
"1737","Philippines",2006-04-23,0.061
"1738","Singapore",2006-04-23,0.117
"1739","Thailand",2006-04-23,NA
"1740","Venezuela",2006-04-23,0.145
"1741","Argentina",2006-04-30,0.029
"1742","Bolivia",2006-04-30,0.039
"1743","Brazil",2006-04-30,0.211
"1744","India",2006-04-30,0.02
"1745","Indonesia",2006-04-30,0.245
"1746","Mexico",2006-04-30,0.047
"1747","Philippines",2006-04-30,0.059
"1748","Singapore",2006-04-30,0.131
"1749","Thailand",2006-04-30,NA
"1750","Venezuela",2006-04-30,0.148
"1751","Argentina",2006-05-07,0.027
"1752","Bolivia",2006-05-07,0.051
"1753","Brazil",2006-05-07,0.158
"1754","India",2006-05-07,0.017
"1755","Indonesia",2006-05-07,0.201
"1756","Mexico",2006-05-07,0.049
"1757","Philippines",2006-05-07,0.053
"1758","Singapore",2006-05-07,0.118
"1759","Thailand",2006-05-07,NA
"1760","Venezuela",2006-05-07,0.172
"1761","Argentina",2006-05-14,0.024
"1762","Bolivia",2006-05-14,0.041
"1763","Brazil",2006-05-14,0.119
"1764","India",2006-05-14,0.028
"1765","Indonesia",2006-05-14,0.21
"1766","Mexico",2006-05-14,0.064
"1767","Philippines",2006-05-14,0.055
"1768","Singapore",2006-05-14,0.122
"1769","Thailand",2006-05-14,NA
"1770","Venezuela",2006-05-14,0.169
"1771","Argentina",2006-05-21,0.024
"1772","Bolivia",2006-05-21,0.041
"1773","Brazil",2006-05-21,0.118
"1774","India",2006-05-21,0.025
"1775","Indonesia",2006-05-21,0.22
"1776","Mexico",2006-05-21,0.063
"1777","Philippines",2006-05-21,0.056
"1778","Singapore",2006-05-21,0.151
"1779","Thailand",2006-05-21,NA
"1780","Venezuela",2006-05-21,0.176
"1781","Argentina",2006-05-28,0.022
"1782","Bolivia",2006-05-28,0.027
"1783","Brazil",2006-05-28,0.132
"1784","India",2006-05-28,0.018
"1785","Indonesia",2006-05-28,0.176
"1786","Mexico",2006-05-28,0.067
"1787","Philippines",2006-05-28,0.062
"1788","Singapore",2006-05-28,0.131
"1789","Thailand",2006-05-28,NA
"1790","Venezuela",2006-05-28,0.193
"1791","Argentina",2006-06-04,0.027
"1792","Bolivia",2006-06-04,0.022
"1793","Brazil",2006-06-04,0.09
"1794","India",2006-06-04,0.032
"1795","Indonesia",2006-06-04,0.173
"1796","Mexico",2006-06-04,0.071
"1797","Philippines",2006-06-04,0.06
"1798","Singapore",2006-06-04,0.118
"1799","Thailand",2006-06-04,NA
"1800","Venezuela",2006-06-04,0.193
"1801","Argentina",2006-06-11,0.024
"1802","Bolivia",2006-06-11,0.024
"1803","Brazil",2006-06-11,0.063
"1804","India",2006-06-11,0.036
"1805","Indonesia",2006-06-11,0.167
"1806","Mexico",2006-06-11,0.086
"1807","Philippines",2006-06-11,0.057
"1808","Singapore",2006-06-11,0.135
"1809","Thailand",2006-06-11,NA
"1810","Venezuela",2006-06-11,0.204
"1811","Argentina",2006-06-18,0.022
"1812","Bolivia",2006-06-18,0.02
"1813","Brazil",2006-06-18,0.083
"1814","India",2006-06-18,0.045
"1815","Indonesia",2006-06-18,0.181
"1816","Mexico",2006-06-18,0.074
"1817","Philippines",2006-06-18,0.066
"1818","Singapore",2006-06-18,0.153
"1819","Thailand",2006-06-18,NA
"1820","Venezuela",2006-06-18,0.207
"1821","Argentina",2006-06-25,0.024
"1822","Bolivia",2006-06-25,0.028
"1823","Brazil",2006-06-25,0.066
"1824","India",2006-06-25,0.051
"1825","Indonesia",2006-06-25,0.225
"1826","Mexico",2006-06-25,0.077
"1827","Philippines",2006-06-25,0.066
"1828","Singapore",2006-06-25,0.172
"1829","Thailand",2006-06-25,NA
"1830","Venezuela",2006-06-25,0.201
"1831","Argentina",2006-07-02,0.019
"1832","Bolivia",2006-07-02,0.024
"1833","Brazil",2006-07-02,0.045
"1834","India",2006-07-02,0.063
"1835","Indonesia",2006-07-02,0.18
"1836","Mexico",2006-07-02,0.06
"1837","Philippines",2006-07-02,0.081
"1838","Singapore",2006-07-02,0.173
"1839","Thailand",2006-07-02,NA
"1840","Venezuela",2006-07-02,0.173
"1841","Argentina",2006-07-09,0.014
"1842","Bolivia",2006-07-09,0.023
"1843","Brazil",2006-07-09,0.044
"1844","India",2006-07-09,0.053
"1845","Indonesia",2006-07-09,0.153
"1846","Mexico",2006-07-09,0.084
"1847","Philippines",2006-07-09,0.123
"1848","Singapore",2006-07-09,0.144
"1849","Thailand",2006-07-09,NA
"1850","Venezuela",2006-07-09,0.171
"1851","Argentina",2006-07-16,0.014
"1852","Bolivia",2006-07-16,0.015
"1853","Brazil",2006-07-16,0.045
"1854","India",2006-07-16,0.057
"1855","Indonesia",2006-07-16,0.148
"1856","Mexico",2006-07-16,0.106
"1857","Philippines",2006-07-16,0.131
"1858","Singapore",2006-07-16,0.126
"1859","Thailand",2006-07-16,NA
"1860","Venezuela",2006-07-16,0.161
"1861","Argentina",2006-07-23,0.012
"1862","Bolivia",2006-07-23,0.011
"1863","Brazil",2006-07-23,0.046
"1864","India",2006-07-23,0.063
"1865","Indonesia",2006-07-23,0.185
"1866","Mexico",2006-07-23,0.099
"1867","Philippines",2006-07-23,0.149
"1868","Singapore",2006-07-23,0.134
"1869","Thailand",2006-07-23,NA
"1870","Venezuela",2006-07-23,0.147
"1871","Argentina",2006-07-30,0.01
"1872","Bolivia",2006-07-30,0.005
"1873","Brazil",2006-07-30,0.023
"1874","India",2006-07-30,0.068
"1875","Indonesia",2006-07-30,0.23
"1876","Mexico",2006-07-30,0.106
"1877","Philippines",2006-07-30,0.16
"1878","Singapore",2006-07-30,0.113
"1879","Thailand",2006-07-30,NA
"1880","Venezuela",2006-07-30,0.149
"1881","Argentina",2006-08-06,0.012
"1882","Bolivia",2006-08-06,0.006
"1883","Brazil",2006-08-06,0.039
"1884","India",2006-08-06,0.057
"1885","Indonesia",2006-08-06,0.172
"1886","Mexico",2006-08-06,0.103
"1887","Philippines",2006-08-06,0.149
"1888","Singapore",2006-08-06,0.119
"1889","Thailand",2006-08-06,NA
"1890","Venezuela",2006-08-06,0.152
"1891","Argentina",2006-08-13,0.012
"1892","Bolivia",2006-08-13,0.005
"1893","Brazil",2006-08-13,0.034
"1894","India",2006-08-13,0.064
"1895","Indonesia",2006-08-13,0.132
"1896","Mexico",2006-08-13,0.124
"1897","Philippines",2006-08-13,0.149
"1898","Singapore",2006-08-13,0.129
"1899","Thailand",2006-08-13,NA
"1900","Venezuela",2006-08-13,0.15
"1901","Argentina",2006-08-20,0.012
"1902","Bolivia",2006-08-20,0.008
"1903","Brazil",2006-08-20,0.043
"1904","India",2006-08-20,0.076
"1905","Indonesia",2006-08-20,0.169
"1906","Mexico",2006-08-20,0.106
"1907","Philippines",2006-08-20,0.209
"1908","Singapore",2006-08-20,0.119
"1909","Thailand",2006-08-20,NA
"1910","Venezuela",2006-08-20,0.15
"1911","Argentina",2006-08-27,0.017
"1912","Bolivia",2006-08-27,0.016
"1913","Brazil",2006-08-27,0.041
"1914","India",2006-08-27,0.085
"1915","Indonesia",2006-08-27,0.159
"1916","Mexico",2006-08-27,0.129
"1917","Philippines",2006-08-27,0.214
"1918","Singapore",2006-08-27,0.104
"1919","Thailand",2006-08-27,NA
"1920","Venezuela",2006-08-27,0.15
"1921","Argentina",2006-09-03,0.014
"1922","Bolivia",2006-09-03,0.015
"1923","Brazil",2006-09-03,0.026
"1924","India",2006-09-03,0.088
"1925","Indonesia",2006-09-03,0.157
"1926","Mexico",2006-09-03,0.126
"1927","Philippines",2006-09-03,0.293
"1928","Singapore",2006-09-03,0.095
"1929","Thailand",2006-09-03,NA
"1930","Venezuela",2006-09-03,0.147
"1931","Argentina",2006-09-10,0.014
"1932","Bolivia",2006-09-10,0.008
"1933","Brazil",2006-09-10,0.036
"1934","India",2006-09-10,0.141
"1935","Indonesia",2006-09-10,0.17
"1936","Mexico",2006-09-10,0.151
"1937","Philippines",2006-09-10,0.459
"1938","Singapore",2006-09-10,0.107
"1939","Thailand",2006-09-10,NA
"1940","Venezuela",2006-09-10,0.148
"1941","Argentina",2006-09-17,0.017
"1942","Bolivia",2006-09-17,0.007
"1943","Brazil",2006-09-17,0.043
"1944","India",2006-09-17,0.16
"1945","Indonesia",2006-09-17,0.19
"1946","Mexico",2006-09-17,0.193
"1947","Philippines",2006-09-17,0.43
"1948","Singapore",2006-09-17,0.115
"1949","Thailand",2006-09-17,NA
"1950","Venezuela",2006-09-17,0.15
"1951","Argentina",2006-09-24,0.017
"1952","Bolivia",2006-09-24,0.007
"1953","Brazil",2006-09-24,0.031
"1954","India",2006-09-24,0.279
"1955","Indonesia",2006-09-24,0.215
"1956","Mexico",2006-09-24,0.221
"1957","Philippines",2006-09-24,0.448
"1958","Singapore",2006-09-24,0.119
"1959","Thailand",2006-09-24,NA
"1960","Venezuela",2006-09-24,0.146
"1961","Argentina",2006-10-01,0.019
"1962","Bolivia",2006-10-01,0.017
"1963","Brazil",2006-10-01,0.026
"1964","India",2006-10-01,0.466
"1965","Indonesia",2006-10-01,0.192
"1966","Mexico",2006-10-01,0.218
"1967","Philippines",2006-10-01,0.346
"1968","Singapore",2006-10-01,0.135
"1969","Thailand",2006-10-01,NA
"1970","Venezuela",2006-10-01,0.159
"1971","Argentina",2006-10-08,0.017
"1972","Bolivia",2006-10-08,0.043
"1973","Brazil",2006-10-08,0.022
"1974","India",2006-10-08,0.6
"1975","Indonesia",2006-10-08,0.174
"1976","Mexico",2006-10-08,0.202
"1977","Philippines",2006-10-08,0.313
"1978","Singapore",2006-10-08,0.132
"1979","Thailand",2006-10-08,NA
"1980","Venezuela",2006-10-08,0.165
"1981","Argentina",2006-10-15,0.017
"1982","Bolivia",2006-10-15,0.029
"1983","Brazil",2006-10-15,0.032
"1984","India",2006-10-15,0.913
"1985","Indonesia",2006-10-15,0.099
"1986","Mexico",2006-10-15,0.204
"1987","Philippines",2006-10-15,0.296
"1988","Singapore",2006-10-15,0.138
"1989","Thailand",2006-10-15,NA
"1990","Venezuela",2006-10-15,0.181
"1991","Argentina",2006-10-22,0.019
"1992","Bolivia",2006-10-22,0.023
"1993","Brazil",2006-10-22,0.043
"1994","India",2006-10-22,0.967
"1995","Indonesia",2006-10-22,0.1
"1996","Mexico",2006-10-22,0.166
"1997","Philippines",2006-10-22,0.211
"1998","Singapore",2006-10-22,0.139
"1999","Thailand",2006-10-22,NA
"2000","Venezuela",2006-10-22,0.177
"2001","Argentina",2006-10-29,0.024
"2002","Bolivia",2006-10-29,0.018
"2003","Brazil",2006-10-29,0.036
"2004","India",2006-10-29,0.917
"2005","Indonesia",2006-10-29,0.167
"2006","Mexico",2006-10-29,0.157
"2007","Philippines",2006-10-29,0.187
"2008","Singapore",2006-10-29,0.139
"2009","Thailand",2006-10-29,NA
"2010","Venezuela",2006-10-29,0.206
"2011","Argentina",2006-11-05,0.022
"2012","Bolivia",2006-11-05,0.02
"2013","Brazil",2006-11-05,0.041
"2014","India",2006-11-05,0.677
"2015","Indonesia",2006-11-05,0.19
"2016","Mexico",2006-11-05,0.156
"2017","Philippines",2006-11-05,0.168
"2018","Singapore",2006-11-05,0.116
"2019","Thailand",2006-11-05,NA
"2020","Venezuela",2006-11-05,0.203
"2021","Argentina",2006-11-12,0.022
"2022","Bolivia",2006-11-12,0.016
"2023","Brazil",2006-11-12,0.054
"2024","India",2006-11-12,0.519
"2025","Indonesia",2006-11-12,0.2
"2026","Mexico",2006-11-12,0.108
"2027","Philippines",2006-11-12,0.166
"2028","Singapore",2006-11-12,0.108
"2029","Thailand",2006-11-12,NA
"2030","Venezuela",2006-11-12,0.191
"2031","Argentina",2006-11-19,0.019
"2032","Bolivia",2006-11-19,0.014
"2033","Brazil",2006-11-19,0.069
"2034","India",2006-11-19,0.388
"2035","Indonesia",2006-11-19,0.192
"2036","Mexico",2006-11-19,0.112
"2037","Philippines",2006-11-19,0.129
"2038","Singapore",2006-11-19,0.1
"2039","Thailand",2006-11-19,NA
"2040","Venezuela",2006-11-19,0.216
"2041","Argentina",2006-11-26,0.019
"2042","Bolivia",2006-11-26,0.022
"2043","Brazil",2006-11-26,0.052
"2044","India",2006-11-26,0.305
"2045","Indonesia",2006-11-26,0.215
"2046","Mexico",2006-11-26,0.1
"2047","Philippines",2006-11-26,0.114
"2048","Singapore",2006-11-26,0.106
"2049","Thailand",2006-11-26,NA
"2050","Venezuela",2006-11-26,0.182
"2051","Argentina",2006-12-03,0.014
"2052","Bolivia",2006-12-03,0.014
"2053","Brazil",2006-12-03,0.042
"2054","India",2006-12-03,0.233
"2055","Indonesia",2006-12-03,0.205
"2056","Mexico",2006-12-03,0.085
"2057","Philippines",2006-12-03,0.119
"2058","Singapore",2006-12-03,0.111
"2059","Thailand",2006-12-03,NA
"2060","Venezuela",2006-12-03,0.183
"2061","Argentina",2006-12-10,0.012
"2062","Bolivia",2006-12-10,0.012
"2063","Brazil",2006-12-10,0.054
"2064","India",2006-12-10,0.174
"2065","Indonesia",2006-12-10,0.176
"2066","Mexico",2006-12-10,0.087
"2067","Philippines",2006-12-10,0.117
"2068","Singapore",2006-12-10,0.105
"2069","Thailand",2006-12-10,NA
"2070","Venezuela",2006-12-10,0.203
"2071","Argentina",2006-12-17,0.01
"2072","Bolivia",2006-12-17,0.008
"2073","Brazil",2006-12-17,0.05
"2074","India",2006-12-17,0.156
"2075","Indonesia",2006-12-17,0.172
"2076","Mexico",2006-12-17,0.062
"2077","Philippines",2006-12-17,0.11
"2078","Singapore",2006-12-17,0.1
"2079","Thailand",2006-12-17,NA
"2080","Venezuela",2006-12-17,0.199
"2081","Argentina",2006-12-24,0.01
"2082","Bolivia",2006-12-24,0.005
"2083","Brazil",2006-12-24,0.059
"2084","India",2006-12-24,0.179
"2085","Indonesia",2006-12-24,0.19
"2086","Mexico",2006-12-24,0.053
"2087","Philippines",2006-12-24,0.11
"2088","Singapore",2006-12-24,0.105
"2089","Thailand",2006-12-24,NA
"2090","Venezuela",2006-12-24,0.204
"2091","Argentina",2006-12-31,0.01
"2092","Bolivia",2006-12-31,0.004
"2093","Brazil",2006-12-31,0.067
"2094","India",2006-12-31,0.19
"2095","Indonesia",2006-12-31,0.196
"2096","Mexico",2006-12-31,0.058
"2097","Philippines",2006-12-31,0.113
"2098","Singapore",2006-12-31,0.127
"2099","Thailand",2006-12-31,NA
"2100","Venezuela",2006-12-31,0.23
"2101","Argentina",2007-01-07,0.01
"2102","Bolivia",2007-01-07,0.006
"2103","Brazil",2007-01-07,0.068
"2104","India",2007-01-07,0.161
"2105","Indonesia",2007-01-07,0.236
"2106","Mexico",2007-01-07,0.061
"2107","Philippines",2007-01-07,0.115
"2108","Singapore",2007-01-07,0.117
"2109","Thailand",2007-01-07,NA
"2110","Venezuela",2007-01-07,0.258
"2111","Argentina",2007-01-14,0.014
"2112","Bolivia",2007-01-14,0.027
"2113","Brazil",2007-01-14,0.063
"2114","India",2007-01-14,0.128
"2115","Indonesia",2007-01-14,0.224
"2116","Mexico",2007-01-14,0.061
"2117","Philippines",2007-01-14,0.103
"2118","Singapore",2007-01-14,0.107
"2119","Thailand",2007-01-14,NA
"2120","Venezuela",2007-01-14,0.225
"2121","Argentina",2007-01-21,0.031
"2122","Bolivia",2007-01-21,0.037
"2123","Brazil",2007-01-21,0.097
"2124","India",2007-01-21,0.068
"2125","Indonesia",2007-01-21,0.383
"2126","Mexico",2007-01-21,0.058
"2127","Philippines",2007-01-21,0.107
"2128","Singapore",2007-01-21,0.106
"2129","Thailand",2007-01-21,NA
"2130","Venezuela",2007-01-21,0.222
"2131","Argentina",2007-01-28,0.077
"2132","Bolivia",2007-01-28,0.08
"2133","Brazil",2007-01-28,0.145
"2134","India",2007-01-28,0.066
"2135","Indonesia",2007-01-28,0.66
"2136","Mexico",2007-01-28,0.057
"2137","Philippines",2007-01-28,0.103
"2138","Singapore",2007-01-28,0.111
"2139","Thailand",2007-01-28,NA
"2140","Venezuela",2007-01-28,0.248
"2141","Argentina",2007-02-04,0.096
"2142","Bolivia",2007-02-04,0.135
"2143","Brazil",2007-02-04,0.13
"2144","India",2007-02-04,0.07
"2145","Indonesia",2007-02-04,0.613
"2146","Mexico",2007-02-04,0.053
"2147","Philippines",2007-02-04,0.106
"2148","Singapore",2007-02-04,0.11
"2149","Thailand",2007-02-04,NA
"2150","Venezuela",2007-02-04,0.233
"2151","Argentina",2007-02-11,0.084
"2152","Bolivia",2007-02-11,0.145
"2153","Brazil",2007-02-11,0.143
"2154","India",2007-02-11,0.059
"2155","Indonesia",2007-02-11,0.592
"2156","Mexico",2007-02-11,0.048
"2157","Philippines",2007-02-11,0.104
"2158","Singapore",2007-02-11,0.105
"2159","Thailand",2007-02-11,NA
"2160","Venezuela",2007-02-11,0.191
"2161","Argentina",2007-02-18,0.092
"2162","Bolivia",2007-02-18,0.158
"2163","Brazil",2007-02-18,0.164
"2164","India",2007-02-18,0.04
"2165","Indonesia",2007-02-18,0.562
"2166","Mexico",2007-02-18,0.06
"2167","Philippines",2007-02-18,0.091
"2168","Singapore",2007-02-18,0.111
"2169","Thailand",2007-02-18,NA
"2170","Venezuela",2007-02-18,0.206
"2171","Argentina",2007-02-25,0.195
"2172","Bolivia",2007-02-25,0.172
"2173","Brazil",2007-02-25,0.18
"2174","India",2007-02-25,0.042
"2175","Indonesia",2007-02-25,0.567
"2176","Mexico",2007-02-25,0.066
"2177","Philippines",2007-02-25,0.085
"2178","Singapore",2007-02-25,0.117
"2179","Thailand",2007-02-25,NA
"2180","Venezuela",2007-02-25,0.207
"2181","Argentina",2007-03-04,0.407
"2182","Bolivia",2007-03-04,0.202
"2183","Brazil",2007-03-04,0.213
"2184","India",2007-03-04,0.044
"2185","Indonesia",2007-03-04,0.44
"2186","Mexico",2007-03-04,0.071
"2187","Philippines",2007-03-04,0.088
"2188","Singapore",2007-03-04,0.106
"2189","Thailand",2007-03-04,NA
"2190","Venezuela",2007-03-04,0.199
"2191","Argentina",2007-03-11,0.694
"2192","Bolivia",2007-03-11,0.199
"2193","Brazil",2007-03-11,0.277
"2194","India",2007-03-11,0.043
"2195","Indonesia",2007-03-11,0.341
"2196","Mexico",2007-03-11,0.081
"2197","Philippines",2007-03-11,0.083
"2198","Singapore",2007-03-11,0.104
"2199","Thailand",2007-03-11,NA
"2200","Venezuela",2007-03-11,0.169
"2201","Argentina",2007-03-18,0.933
"2202","Bolivia",2007-03-18,0.127
"2203","Brazil",2007-03-18,0.306
"2204","India",2007-03-18,0.027
"2205","Indonesia",2007-03-18,0.371
"2206","Mexico",2007-03-18,0.072
"2207","Philippines",2007-03-18,0.076
"2208","Singapore",2007-03-18,0.108
"2209","Thailand",2007-03-18,NA
"2210","Venezuela",2007-03-18,0.182
"2211","Argentina",2007-03-25,0.561
"2212","Bolivia",2007-03-25,0.107
"2213","Brazil",2007-03-25,0.317
"2214","India",2007-03-25,0.032
"2215","Indonesia",2007-03-25,0.287
"2216","Mexico",2007-03-25,0.079
"2217","Philippines",2007-03-25,0.076
"2218","Singapore",2007-03-25,0.113
"2219","Thailand",2007-03-25,NA
"2220","Venezuela",2007-03-25,0.177
"2221","Argentina",2007-04-01,0.301
"2222","Bolivia",2007-04-01,0.109
"2223","Brazil",2007-04-01,0.342
"2224","India",2007-04-01,0.026
"2225","Indonesia",2007-04-01,0.42
"2226","Mexico",2007-04-01,0.058
"2227","Philippines",2007-04-01,0.072
"2228","Singapore",2007-04-01,0.109
"2229","Thailand",2007-04-01,NA
"2230","Venezuela",2007-04-01,0.173
"2231","Argentina",2007-04-08,0.316
"2232","Bolivia",2007-04-08,0.093
"2233","Brazil",2007-04-08,0.364
"2234","India",2007-04-08,0.023
