"","country","date","searches"
"3176","Mexico",2009-01-25,0.064
"3177","Philippines",2009-01-25,0.125
"3178","Singapore",2009-01-25,0.12
"3179","Thailand",2009-01-25,0.109
"3180","Venezuela",2009-01-25,0.22
"3181","Argentina",2009-02-01,0.029
"3182","Bolivia",2009-02-01,0.803
"3183","Brazil",2009-02-01,0.172
"3184","India",2009-02-01,0.027
"3185","Indonesia",2009-02-01,0.227
"3186","Mexico",2009-02-01,0.057
"3187","Philippines",2009-02-01,0.122
"3188","Singapore",2009-02-01,0.128
"3189","Thailand",2009-02-01,0.125
"3190","Venezuela",2009-02-01,0.221
"3191","Argentina",2009-02-08,0.039
"3192","Bolivia",2009-02-08,1
"3193","Brazil",2009-02-08,0.209
"3194","India",2009-02-08,0.029
"3195","Indonesia",2009-02-08,0.239
"3196","Mexico",2009-02-08,0.07
"3197","Philippines",2009-02-08,0.102
"3198","Singapore",2009-02-08,0.113
"3199","Thailand",2009-02-08,0.13
"3200","Venezuela",2009-02-08,0.209
"3201","Argentina",2009-02-15,0.07
"3202","Bolivia",2009-02-15,0.852
"3203","Brazil",2009-02-15,0.252
"3204","India",2009-02-15,0.023
"3205","Indonesia",2009-02-15,0.249
"3206","Mexico",2009-02-15,0.069
"3207","Philippines",2009-02-15,0.122
"3208","Singapore",2009-02-15,0.115
"3209","Thailand",2009-02-15,0.12
"3210","Venezuela",2009-02-15,0.199
"3211","Argentina",2009-02-22,0.108
"3212","Bolivia",2009-02-22,0.723
"3213","Brazil",2009-02-22,0.262
"3214","India",2009-02-22,0.026
"3215","Indonesia",2009-02-22,0.214
"3216","Mexico",2009-02-22,0.073
"3217","Philippines",2009-02-22,0.137
"3218","Singapore",2009-02-22,0.11
"3219","Thailand",2009-02-22,0.106
"3220","Venezuela",2009-02-22,0.207
"3221","Argentina",2009-03-01,0.166
"3222","Bolivia",2009-03-01,0.929
"3223","Brazil",2009-03-01,0.377
"3224","India",2009-03-01,0.022
"3225","Indonesia",2009-03-01,0.217
"3226","Mexico",2009-03-01,0.081
"3227","Philippines",2009-03-01,0.099
"3228","Singapore",2009-03-01,0.101
"3229","Thailand",2009-03-01,0.096
"3230","Venezuela",2009-03-01,0.217
"3231","Argentina",2009-03-08,0.227
"3232","Bolivia",2009-03-08,0.753
"3233","Brazil",2009-03-08,0.42
"3234","India",2009-03-08,0.02
"3235","Indonesia",2009-03-08,0.226
"3236","Mexico",2009-03-08,0.071
"3237","Philippines",2009-03-08,0.099
"3238","Singapore",2009-03-08,0.119
"3239","Thailand",2009-03-08,0.084
"3240","Venezuela",2009-03-08,0.232
"3241","Argentina",2009-03-15,0.383
"3242","Bolivia",2009-03-15,0.509
"3243","Brazil",2009-03-15,0.435
"3244","India",2009-03-15,0.021
"3245","Indonesia",2009-03-15,0.244
"3246","Mexico",2009-03-15,0.071
"3247","Philippines",2009-03-15,0.1
"3248","Singapore",2009-03-15,0.129
"3249","Thailand",2009-03-15,0.086
"3250","Venezuela",2009-03-15,0.21
"3251","Argentina",2009-03-22,0.436
"3252","Bolivia",2009-03-22,0.399
"3253","Brazil",2009-03-22,0.439
"3254","India",2009-03-22,0.019
"3255","Indonesia",2009-03-22,0.226
"3256","Mexico",2009-03-22,0.086
"3257","Philippines",2009-03-22,0.1
"3258","Singapore",2009-03-22,0.13
"3259","Thailand",2009-03-22,0.085
"3260","Venezuela",2009-03-22,0.194
"3261","Argentina",2009-03-29,0.53
"3262","Bolivia",2009-03-29,0.301
"3263","Brazil",2009-03-29,0.403
"3264","India",2009-03-29,0.019
"3265","Indonesia",2009-03-29,0.224
"3266","Mexico",2009-03-29,0.101
"3267","Philippines",2009-03-29,0.083
"3268","Singapore",2009-03-29,0.138
"3269","Thailand",2009-03-29,0.084
"3270","Venezuela",2009-03-29,0.205
"3271","Argentina",2009-04-05,0.699
"3272","Bolivia",2009-04-05,0.179
"3273","Brazil",2009-04-05,0.31
"3274","India",2009-04-05,0.016
"3275","Indonesia",2009-04-05,0.223
"3276","Mexico",2009-04-05,0.083
"3277","Philippines",2009-04-05,0.076
"3278","Singapore",2009-04-05,0.129
"3279","Thailand",2009-04-05,0.078
"3280","Venezuela",2009-04-05,0.201
"3281","Argentina",2009-04-12,0.788
"3282","Bolivia",2009-04-12,0.173
"3283","Brazil",2009-04-12,0.344
"3284","India",2009-04-12,0.023
"3285","Indonesia",2009-04-12,0.235
"3286","Mexico",2009-04-12,0.121
"3287","Philippines",2009-04-12,0.068
"3288","Singapore",2009-04-12,0.133
"3289","Thailand",2009-04-12,0.073
"3290","Venezuela",2009-04-12,0.226
"3291","Argentina",2009-04-19,0.817
"3292","Bolivia",2009-04-19,0.142
"3293","Brazil",2009-04-19,0.255
"3294","India",2009-04-19,0.023
"3295","Indonesia",2009-04-19,0.211
"3296","Mexico",2009-04-19,0.121
"3297","Philippines",2009-04-19,0.071
"3298","Singapore",2009-04-19,0.141
"3299","Thailand",2009-04-19,0.078
"3300","Venezuela",2009-04-19,0.227
"3301","Argentina",2009-04-26,0.971
"3302","Bolivia",2009-04-26,0.156
"3303","Brazil",2009-04-26,0.235
"3304","India",2009-04-26,0.019
"3305","Indonesia",2009-04-26,0.217
"3306","Mexico",2009-04-26,0.079
"3307","Philippines",2009-04-26,0.078
"3308","Singapore",2009-04-26,0.123
"3309","Thailand",2009-04-26,0.1
"3310","Venezuela",2009-04-26,0.226
"3311","Argentina",2009-05-03,1
"3312","Bolivia",2009-05-03,0.164
"3313","Brazil",2009-05-03,0.214
"3314","India",2009-05-03,0.024
"3315","Indonesia",2009-05-03,0.215
"3316","Mexico",2009-05-03,0.07
"3317","Philippines",2009-05-03,0.078
"3318","Singapore",2009-05-03,0.115
"3319","Thailand",2009-05-03,0.099
"3320","Venezuela",2009-05-03,0.194
"3321","Argentina",2009-05-10,0.916
"3322","Bolivia",2009-05-10,0.143
"3323","Brazil",2009-05-10,0.23
"3324","India",2009-05-10,0.021
"3325","Indonesia",2009-05-10,0.192
"3326","Mexico",2009-05-10,0.103
"3327","Philippines",2009-05-10,0.075
"3328","Singapore",2009-05-10,0.107
"3329","Thailand",2009-05-10,0.125
"3330","Venezuela",2009-05-10,0.207
"3331","Argentina",2009-05-17,0.619
"3332","Bolivia",2009-05-17,0.111
"3333","Brazil",2009-05-17,0.23
"3334","India",2009-05-17,0.019
"3335","Indonesia",2009-05-17,0.187
"3336","Mexico",2009-05-17,0.151
"3337","Philippines",2009-05-17,0.089
"3338","Singapore",2009-05-17,0.113
"3339","Thailand",2009-05-17,0.202
"3340","Venezuela",2009-05-17,0.212
"3341","Argentina",2009-05-24,0.489
"3342","Bolivia",2009-05-24,0.1
"3343","Brazil",2009-05-24,0.206
"3344","India",2009-05-24,0.023
"3345","Indonesia",2009-05-24,0.177
"3346","Mexico",2009-05-24,0.144
"3347","Philippines",2009-05-24,0.087
"3348","Singapore",2009-05-24,0.117
"3349","Thailand",2009-05-24,0.227
"3350","Venezuela",2009-05-24,0.184
"3351","Argentina",2009-05-31,0.412
"3352","Bolivia",2009-05-31,0.084
"3353","Brazil",2009-05-31,0.166
"3354","India",2009-05-31,0.031
"3355","Indonesia",2009-05-31,0.175
"3356","Mexico",2009-05-31,0.117
"3357","Philippines",2009-05-31,0.087
"3358","Singapore",2009-05-31,0.1
"3359","Thailand",2009-05-31,0.235
"3360","Venezuela",2009-05-31,0.181
"3361","Argentina",2009-06-07,0.357
"3362","Bolivia",2009-06-07,0.099
"3363","Brazil",2009-06-07,0.108
"3364","India",2009-06-07,0.041
"3365","Indonesia",2009-06-07,0.176
"3366","Mexico",2009-06-07,0.11
"3367","Philippines",2009-06-07,0.181
"3368","Singapore",2009-06-07,0.1
"3369","Thailand",2009-06-07,0.231
"3370","Venezuela",2009-06-07,0.199
"3371","Argentina",2009-06-14,0.263
"3372","Bolivia",2009-06-14,0.096
"3373","Brazil",2009-06-14,0.111
"3374","India",2009-06-14,0.041
"3375","Indonesia",2009-06-14,0.174
"3376","Mexico",2009-06-14,0.098
"3377","Philippines",2009-06-14,0.178
"3378","Singapore",2009-06-14,0.095
"3379","Thailand",2009-06-14,0.248
"3380","Venezuela",2009-06-14,0.205
"3381","Argentina",2009-06-21,0.217
"3382","Bolivia",2009-06-21,0.074
"3383","Brazil",2009-06-21,0.088
"3384","India",2009-06-21,0.051
"3385","Indonesia",2009-06-21,0.176
"3386","Mexico",2009-06-21,0.102
"3387","Philippines",2009-06-21,0.182
"3388","Singapore",2009-06-21,0.097
"3389","Thailand",2009-06-21,0.224
"3390","Venezuela",2009-06-21,0.195
"3391","Argentina",2009-06-28,0.145
"3392","Bolivia",2009-06-28,0.064
"3393","Brazil",2009-06-28,0.069
"3394","India",2009-06-28,0.053
"3395","Indonesia",2009-06-28,0.154
"3396","Mexico",2009-06-28,0.097
"3397","Philippines",2009-06-28,0.19
"3398","Singapore",2009-06-28,0.095
"3399","Thailand",2009-06-28,0.181
"3400","Venezuela",2009-06-28,0.18
"3401","Argentina",2009-07-05,0.101
"3402","Bolivia",2009-07-05,0.048
"3403","Brazil",2009-07-05,0.07
"3404","India",2009-07-05,0.061
"3405","Indonesia",2009-07-05,0.17
"3406","Mexico",2009-07-05,0.102
"3407","Philippines",2009-07-05,0.19
"3408","Singapore",2009-07-05,0.099
"3409","Thailand",2009-07-05,0.141
"3410","Venezuela",2009-07-05,0.177
"3411","Argentina",2009-07-12,0.128
"3412","Bolivia",2009-07-12,0.055
"3413","Brazil",2009-07-12,0.064
"3414","India",2009-07-12,0.068
"3415","Indonesia",2009-07-12,0.17
"3416","Mexico",2009-07-12,0.112
"3417","Philippines",2009-07-12,0.176
"3418","Singapore",2009-07-12,0.111
"3419","Thailand",2009-07-12,0.189
"3420","Venezuela",2009-07-12,0.187
"3421","Argentina",2009-07-19,0.106
"3422","Bolivia",2009-07-19,0.077
"3423","Brazil",2009-07-19,0.049
"3424","India",2009-07-19,0.064
"3425","Indonesia",2009-07-19,0.159
"3426","Mexico",2009-07-19,0.117
"3427","Philippines",2009-07-19,0.16
"3428","Singapore",2009-07-19,0.105
"3429","Thailand",2009-07-19,0.17
"3430","Venezuela",2009-07-19,0.183
"3431","Argentina",2009-07-26,0.159
"3432","Bolivia",2009-07-26,0.069
"3433","Brazil",2009-07-26,0.052
"3434","India",2009-07-26,0.064
"3435","Indonesia",2009-07-26,0.147
"3436","Mexico",2009-07-26,0.121
"3437","Philippines",2009-07-26,0.14
"3438","Singapore",2009-07-26,0.1
"3439","Thailand",2009-07-26,0.145
"3440","Venezuela",2009-07-26,0.192
"3441","Argentina",2009-08-02,0.169
"3442","Bolivia",2009-08-02,0.049
"3443","Brazil",2009-08-02,0.055
"3444","India",2009-08-02,0.084
"3445","Indonesia",2009-08-02,0.161
"3446","Mexico",2009-08-02,0.18
"3447","Philippines",2009-08-02,0.131
"3448","Singapore",2009-08-02,0.107
"3449","Thailand",2009-08-02,0.147
"3450","Venezuela",2009-08-02,0.191
"3451","Argentina",2009-08-09,0.142
"3452","Bolivia",2009-08-09,0.058
"3453","Brazil",2009-08-09,0.058
"3454","India",2009-08-09,0.096
"3455","Indonesia",2009-08-09,0.177
"3456","Mexico",2009-08-09,0.198
"3457","Philippines",2009-08-09,0.126
"3458","Singapore",2009-08-09,0.098
"3459","Thailand",2009-08-09,0.144
"3460","Venezuela",2009-08-09,0.195
"3461","Argentina",2009-08-16,0.152
"3462","Bolivia",2009-08-16,0.066
"3463","Brazil",2009-08-16,0.078
"3464","India",2009-08-16,0.106
"3465","Indonesia",2009-08-16,0.133
"3466","Mexico",2009-08-16,0.218
"3467","Philippines",2009-08-16,0.143
"3468","Singapore",2009-08-16,0.098
"3469","Thailand",2009-08-16,0.165
"3470","Venezuela",2009-08-16,0.201
"3471","Argentina",2009-08-23,0.212
"3472","Bolivia",2009-08-23,0.055
"3473","Brazil",2009-08-23,0.079
"3474","India",2009-08-23,0.114
"3475","Indonesia",2009-08-23,0.151
"3476","Mexico",2009-08-23,0.271
"3477","Philippines",2009-08-23,0.156
"3478","Singapore",2009-08-23,0.087
"3479","Thailand",2009-08-23,0.168
"3480","Venezuela",2009-08-23,0.23
"3481","Argentina",2009-08-30,0.224
"3482","Bolivia",2009-08-30,0.066
"3483","Brazil",2009-08-30,0.076
"3484","India",2009-08-30,0.098
"3485","Indonesia",2009-08-30,0.145
"3486","Mexico",2009-08-30,0.452
"3487","Philippines",2009-08-30,0.171
"3488","Singapore",2009-08-30,0.086
"3489","Thailand",2009-08-30,0.139
"3490","Venezuela",2009-08-30,0.239
"3491","Argentina",2009-09-06,0.166
"3492","Bolivia",2009-09-06,0.07
"3493","Brazil",2009-09-06,0.064
"3494","India",2009-09-06,0.112
"3495","Indonesia",2009-09-06,0.136
"3496","Mexico",2009-09-06,0.652
"3497","Philippines",2009-09-06,0.176
"3498","Singapore",2009-09-06,0.084
"3499","Thailand",2009-09-06,0.137
"3500","Venezuela",2009-09-06,0.252
"3501","Argentina",2009-09-13,0.147
"3502","Bolivia",2009-09-13,0.056
"3503","Brazil",2009-09-13,0.08
"3504","India",2009-09-13,0.125
"3505","Indonesia",2009-09-13,0.116
"3506","Mexico",2009-09-13,0.769
"3507","Philippines",2009-09-13,0.184
"3508","Singapore",2009-09-13,0.085
"3509","Thailand",2009-09-13,0.125
"3510","Venezuela",2009-09-13,0.252
"3511","Argentina",2009-09-20,0.149
"3512","Bolivia",2009-09-20,0.034
"3513","Brazil",2009-09-20,0.065
"3514","India",2009-09-20,0.14
"3515","Indonesia",2009-09-20,0.108
"3516","Mexico",2009-09-20,0.943
"3517","Philippines",2009-09-20,0.186
"3518","Singapore",2009-09-20,0.094
"3519","Thailand",2009-09-20,0.104
"3520","Venezuela",2009-09-20,0.28
"3521","Argentina",2009-09-27,0.21
"3522","Bolivia",2009-09-27,0.044
"3523","Brazil",2009-09-27,0.063
"3524","India",2009-09-27,0.173
"3525","Indonesia",2009-09-27,0.135
"3526","Mexico",2009-09-27,1
"3527","Philippines",2009-09-27,0.161
"3528","Singapore",2009-09-27,0.091
"3529","Thailand",2009-09-27,0.093
"3530","Venezuela",2009-09-27,0.347
"3531","Argentina",2009-10-04,0.287
"3532","Bolivia",2009-10-04,0.048
"3533","Brazil",2009-10-04,0.053
"3534","India",2009-10-04,0.215
"3535","Indonesia",2009-10-04,0.138
"3536","Mexico",2009-10-04,0.977
"3537","Philippines",2009-10-04,0.167
"3538","Singapore",2009-10-04,0.091
"3539","Thailand",2009-10-04,0.08
"3540","Venezuela",2009-10-04,0.405
"3541","Argentina",2009-10-11,0.347
"3542","Bolivia",2009-10-11,0.049
"3543","Brazil",2009-10-11,0.044
"3544","India",2009-10-11,0.241
"3545","Indonesia",2009-10-11,0.139
"3546","Mexico",2009-10-11,0.988
"3547","Philippines",2009-10-11,0.159
"3548","Singapore",2009-10-11,0.091
"3549","Thailand",2009-10-11,0.069
"3550","Venezuela",2009-10-11,0.473
"3551","Argentina",2009-10-18,0.463
"3552","Bolivia",2009-10-18,0.057
"3553","Brazil",2009-10-18,0.074
"3554","India",2009-10-18,0.292
"3555","Indonesia",2009-10-18,0.135
"3556","Mexico",2009-10-18,0.847
"3557","Philippines",2009-10-18,0.147
"3558","Singapore",2009-10-18,0.094
"3559","Thailand",2009-10-18,0.066
"3560","Venezuela",2009-10-18,0.586
"3561","Argentina",2009-10-25,0.46
"3562","Bolivia",2009-10-25,0.043
"3563","Brazil",2009-10-25,0.086
"3564","India",2009-10-25,0.335
"3565","Indonesia",2009-10-25,0.141
"3566","Mexico",2009-10-25,0.729
"3567","Philippines",2009-10-25,0.194
"3568","Singapore",2009-10-25,0.091
"3569","Thailand",2009-10-25,0.071
"3570","Venezuela",2009-10-25,0.637
"3571","Argentina",2009-11-01,0.366
"3572","Bolivia",2009-11-01,0.037
"3573","Brazil",2009-11-01,0.109
"3574","India",2009-11-01,0.316
"3575","Indonesia",2009-11-01,0.158
"3576","Mexico",2009-11-01,0.644
"3577","Philippines",2009-11-01,0.15
"3578","Singapore",2009-11-01,0.085
"3579","Thailand",2009-11-01,0.09
"3580","Venezuela",2009-11-01,0.656
"3581","Argentina",2009-11-08,0.371
"3582","Bolivia",2009-11-08,0.044
"3583","Brazil",2009-11-08,0.118
"3584","India",2009-11-08,0.267
"3585","Indonesia",2009-11-08,0.146
"3586","Mexico",2009-11-08,0.567
"3587","Philippines",2009-11-08,0.146
"3588","Singapore",2009-11-08,0.086
"3589","Thailand",2009-11-08,0.102
"3590","Venezuela",2009-11-08,0.681
"3591","Argentina",2009-11-15,0.427
"3592","Bolivia",2009-11-15,0.035
"3593","Brazil",2009-11-15,0.122
"3594","India",2009-11-15,0.206
"3595","Indonesia",2009-11-15,0.143
"3596","Mexico",2009-11-15,0.59
"3597","Philippines",2009-11-15,0.154
"3598","Singapore",2009-11-15,0.088
"3599","Thailand",2009-11-15,0.112
"3600","Venezuela",2009-11-15,0.69
"3601","Argentina",2009-11-22,0.373
"3602","Bolivia",2009-11-22,0.043
"3603","Brazil",2009-11-22,0.142
"3604","India",2009-11-22,0.17
"3605","Indonesia",2009-11-22,0.123
"3606","Mexico",2009-11-22,0.432
"3607","Philippines",2009-11-22,0.177
"3608","Singapore",2009-11-22,0.088
"3609","Thailand",2009-11-22,0.107
"3610","Venezuela",2009-11-22,0.729
"3611","Argentina",2009-11-29,0.349
"3612","Bolivia",2009-11-29,0.038
"3613","Brazil",2009-11-29,0.121
"3614","India",2009-11-29,0.125
"3615","Indonesia",2009-11-29,0.153
"3616","Mexico",2009-11-29,0.31
"3617","Philippines",2009-11-29,0.17
"3618","Singapore",2009-11-29,0.09
"3619","Thailand",2009-11-29,0.097
"3620","Venezuela",2009-11-29,0.626
"3621","Argentina",2009-12-06,0.275
"3622","Bolivia",2009-12-06,0.037
"3623","Brazil",2009-12-06,0.103
"3624","India",2009-12-06,0.105
"3625","Indonesia",2009-12-06,0.144
"3626","Mexico",2009-12-06,0.24
"3627","Philippines",2009-12-06,0.164
"3628","Singapore",2009-12-06,0.095
"3629","Thailand",2009-12-06,0.087
"3630","Venezuela",2009-12-06,0.573
"3631","Argentina",2009-12-13,0.412
"3632","Bolivia",2009-12-13,0.027
"3633","Brazil",2009-12-13,0.11
"3634","India",2009-12-13,0.08
"3635","Indonesia",2009-12-13,0.141
"3636","Mexico",2009-12-13,0.185
"3637","Philippines",2009-12-13,0.15
"3638","Singapore",2009-12-13,0.093
"3639","Thailand",2009-12-13,0.093
"3640","Venezuela",2009-12-13,0.502
"3641","Argentina",2009-12-20,0.388
"3642","Bolivia",2009-12-20,0.018
"3643","Brazil",2009-12-20,0.108
"3644","India",2009-12-20,0.069
"3645","Indonesia",2009-12-20,0.129
"3646","Mexico",2009-12-20,0.13
"3647","Philippines",2009-12-20,0.135
"3648","Singapore",2009-12-20,0.089
"3649","Thailand",2009-12-20,0.089
"3650","Venezuela",2009-12-20,0.45
"3651","Argentina",2009-12-27,0.4
"3652","Bolivia",2009-12-27,0.013
"3653","Brazil",2009-12-27,0.127
"3654","India",2009-12-27,0.067
"3655","Indonesia",2009-12-27,0.13
"3656","Mexico",2009-12-27,0.129
"3657","Philippines",2009-12-27,0.177
"3658","Singapore",2009-12-27,0.093
"3659","Thailand",2009-12-27,0.077
"3660","Venezuela",2009-12-27,0.434
"3661","Argentina",2010-01-03,0.482
"3662","Bolivia",2010-01-03,0.011
"3663","Brazil",2010-01-03,0.161
"3664","India",2010-01-03,0.071
"3665","Indonesia",2010-01-03,0.15
"3666","Mexico",2010-01-03,0.106
"3667","Philippines",2010-01-03,0.175
"3668","Singapore",2010-01-03,0.095
"3669","Thailand",2010-01-03,0.079
"3670","Venezuela",2010-01-03,0.471
"3671","Argentina",2010-01-10,0.386
"3672","Bolivia",2010-01-10,0.014
"3673","Brazil",2010-01-10,0.185
"3674","India",2010-01-10,0.057
"3675","Indonesia",2010-01-10,0.178
"3676","Mexico",2010-01-10,0.096
"3677","Philippines",2010-01-10,0.17
"3678","Singapore",2010-01-10,0.104
"3679","Thailand",2010-01-10,0.096
"3680","Venezuela",2010-01-10,0.414
"3681","Argentina",2010-01-17,0.361
"3682","Bolivia",2010-01-17,0.019
"3683","Brazil",2010-01-17,0.199
"3684","India",2010-01-17,0.051
"3685","Indonesia",2010-01-17,0.17
"3686","Mexico",2010-01-17,0.089
"3687","Philippines",2010-01-17,0.151
"3688","Singapore",2010-01-17,0.11
"3689","Thailand",2010-01-17,0.095
"3690","Venezuela",2010-01-17,0.395
"3691","Argentina",2010-01-24,0.258
"3692","Bolivia",2010-01-24,0.024
"3693","Brazil",2010-01-24,0.212
"3694","India",2010-01-24,0.045
"3695","Indonesia",2010-01-24,0.167
"3696","Mexico",2010-01-24,0.093
"3697","Philippines",2010-01-24,0.166
"3698","Singapore",2010-01-24,0.1
"3699","Thailand",2010-01-24,0.093
"3700","Venezuela",2010-01-24,0.371
"3701","Argentina",2010-01-31,0.21
"3702","Bolivia",2010-01-31,0.022
"3703","Brazil",2010-01-31,0.257
"3704","India",2010-01-31,0.041
"3705","Indonesia",2010-01-31,0.174
"3706","Mexico",2010-01-31,0.08
"3707","Philippines",2010-01-31,0.169
"3708","Singapore",2010-01-31,0.097
"3709","Thailand",2010-01-31,0.096
"3710","Venezuela",2010-01-31,0.362
"3711","Argentina",2010-02-07,0.251
"3712","Bolivia",2010-02-07,0.028
"3713","Brazil",2010-02-07,0.318
"3714","India",2010-02-07,0.041
"3715","Indonesia",2010-02-07,0.168
"3716","Mexico",2010-02-07,0.085
"3717","Philippines",2010-02-07,0.146
"3718","Singapore",2010-02-07,0.097
"3719","Thailand",2010-02-07,0.094
"3720","Venezuela",2010-02-07,0.337
"3721","Argentina",2010-02-14,0.455
"3722","Bolivia",2010-02-14,0.031
"3723","Brazil",2010-02-14,0.37
"3724","India",2010-02-14,0.038
"3725","Indonesia",2010-02-14,0.164
"3726","Mexico",2010-02-14,0.078
"3727","Philippines",2010-02-14,0.148
"3728","Singapore",2010-02-14,0.096
"3729","Thailand",2010-02-14,0.096
"3730","Venezuela",2010-02-14,0.345
"3731","Argentina",2010-02-21,0.284
"3732","Bolivia",2010-02-21,0.062
"3733","Brazil",2010-02-21,0.583
"3734","India",2010-02-21,0.027
"3735","Indonesia",2010-02-21,0.153
"3736","Mexico",2010-02-21,0.075
"3737","Philippines",2010-02-21,0.138
"3738","Singapore",2010-02-21,0.098
"3739","Thailand",2010-02-21,0.095
"3740","Venezuela",2010-02-21,0.373
"3741","Argentina",2010-02-28,0.306
"3742","Bolivia",2010-02-28,0.092
"3743","Brazil",2010-02-28,0.596
"3744","India",2010-02-28,0.02
"3745","Indonesia",2010-02-28,0.161
"3746","Mexico",2010-02-28,0.082
"3747","Philippines",2010-02-28,0.125
"3748","Singapore",2010-02-28,0.098
"3749","Thailand",2010-02-28,0.102
"3750","Venezuela",2010-02-28,0.361
"3751","Argentina",2010-03-07,0.316
"3752","Bolivia",2010-03-07,0.081
"3753","Brazil",2010-03-07,0.626
"3754","India",2010-03-07,0.016
"3755","Indonesia",2010-03-07,0.168
"3756","Mexico",2010-03-07,0.09
"3757","Philippines",2010-03-07,0.12
"3758","Singapore",2010-03-07,0.09
"3759","Thailand",2010-03-07,0.107
"3760","Venezuela",2010-03-07,0.366
"3761","Argentina",2010-03-14,0.287
"3762","Bolivia",2010-03-14,0.065
"3763","Brazil",2010-03-14,0.623
"3764","India",2010-03-14,0.017
"3765","Indonesia",2010-03-14,0.167
"3766","Mexico",2010-03-14,0.09
"3767","Philippines",2010-03-14,0.138
"3768","Singapore",2010-03-14,0.089
"3769","Thailand",2010-03-14,0.096
"3770","Venezuela",2010-03-14,0.375
"3771","Argentina",2010-03-21,0.229
"3772","Bolivia",2010-03-21,0.065
"3773","Brazil",2010-03-21,0.652
"3774","India",2010-03-21,0.017
"3775","Indonesia",2010-03-21,0.161
"3776","Mexico",2010-03-21,0.107
"3777","Philippines",2010-03-21,0.113
"3778","Singapore",2010-03-21,0.106
"3779","Thailand",2010-03-21,0.095
"3780","Venezuela",2010-03-21,0.35
"3781","Argentina",2010-03-28,0.229
"3782","Bolivia",2010-03-28,0.047
"3783","Brazil",2010-03-28,0.586
"3784","India",2010-03-28,0.012
"3785","Indonesia",2010-03-28,0.154
"3786","Mexico",2010-03-28,0.067
"3787","Philippines",2010-03-28,0.117
"3788","Singapore",2010-03-28,0.106
"3789","Thailand",2010-03-28,0.082
"3790","Venezuela",2010-03-28,0.325
"3791","Argentina",2010-04-04,0.181
"3792","Bolivia",2010-04-04,0.049
"3793","Brazil",2010-04-04,0.623
"3794","India",2010-04-04,0.013
"3795","Indonesia",2010-04-04,0.158
"3796","Mexico",2010-04-04,0.085
"3797","Philippines",2010-04-04,0.097
"3798","Singapore",2010-04-04,0.113
"3799","Thailand",2010-04-04,0.072
"3800","Venezuela",2010-04-04,0.351
"3801","Argentina",2010-04-11,0.147
"3802","Bolivia",2010-04-11,0.046
"3803","Brazil",2010-04-11,0.62
"3804","India",2010-04-11,0.009
"3805","Indonesia",2010-04-11,0.154
"3806","Mexico",2010-04-11,0.103
"3807","Philippines",2010-04-11,0.089
"3808","Singapore",2010-04-11,0.101
"3809","Thailand",2010-04-11,0.069
"3810","Venezuela",2010-04-11,0.349
"3811","Argentina",2010-04-18,0.142
"3812","Bolivia",2010-04-18,0.036
"3813","Brazil",2010-04-18,0.499
"3814","India",2010-04-18,0.013
"3815","Indonesia",2010-04-18,0.151
"3816","Mexico",2010-04-18,0.099
"3817","Philippines",2010-04-18,0.097
"3818","Singapore",2010-04-18,0.112
"3819","Thailand",2010-04-18,0.078
"3820","Venezuela",2010-04-18,0.369
"3821","Argentina",2010-04-25,0.104
"3822","Bolivia",2010-04-25,0.032
"3823","Brazil",2010-04-25,0.465
"3824","India",2010-04-25,0.014
"3825","Indonesia",2010-04-25,0.158
"3826","Mexico",2010-04-25,0.109
"3827","Philippines",2010-04-25,0.107
"3828","Singapore",2010-04-25,0.116
"3829","Thailand",2010-04-25,0.096
"3830","Venezuela",2010-04-25,0.42
"3831","Argentina",2010-05-02,0.101
"3832","Bolivia",2010-05-02,0.032
"3833","Brazil",2010-05-02,0.482
"3834","India",2010-05-02,0.013
"3835","Indonesia",2010-05-02,0.133
"3836","Mexico",2010-05-02,0.102
"3837","Philippines",2010-05-02,0.109
"3838","Singapore",2010-05-02,0.108
"3839","Thailand",2010-05-02,0.097
"3840","Venezuela",2010-05-02,0.464
"3841","Argentina",2010-05-09,0.087
"3842","Bolivia",2010-05-09,0.026
"3843","Brazil",2010-05-09,0.396
"3844","India",2010-05-09,0.016
"3845","Indonesia",2010-05-09,0.139
"3846","Mexico",2010-05-09,0.105
"3847","Philippines",2010-05-09,0.1
"3848","Singapore",2010-05-09,0.104
"3849","Thailand",2010-05-09,0.114
"3850","Venezuela",2010-05-09,0.582
"3851","Argentina",2010-05-16,0.07
"3852","Bolivia",2010-05-16,0.024
"3853","Brazil",2010-05-16,0.349
"3854","India",2010-05-16,0.023
"3855","Indonesia",2010-05-16,0.144
"3856","Mexico",2010-05-16,0.116
"3857","Philippines",2010-05-16,0.113
"3858","Singapore",2010-05-16,0.102
"3859","Thailand",2010-05-16,0.17
"3860","Venezuela",2010-05-16,0.744
"3861","Argentina",2010-05-23,0.06
"3862","Bolivia",2010-05-23,0.025
"3863","Brazil",2010-05-23,0.286
"3864","India",2010-05-23,0.027
"3865","Indonesia",2010-05-23,0.144
"3866","Mexico",2010-05-23,0.117
"3867","Philippines",2010-05-23,0.113
"3868","Singapore",2010-05-23,0.107
"3869","Thailand",2010-05-23,0.156
"3870","Venezuela",2010-05-23,0.948
"3871","Argentina",2010-05-30,0.07
"3872","Bolivia",2010-05-30,0.028
"3873","Brazil",2010-05-30,0.229
"3874","India",2010-05-30,0.038
