"","country","date","searches"
"5214","South.Africa",2006-06-04,4707
"5215","Spain",2006-06-04,20
"5216","Sweden",2006-06-04,1
"5217","Switzerland",2006-06-04,9
"5218","Ukraine",2006-06-04,249
"5219","United.States",2006-06-04,818
"5220","Uruguay",2006-06-04,158
"5221","Argentina",2006-06-11,219
"5222","Australia",2006-06-11,410
"5223","Austria",2006-06-11,529
"5224","Belgium",2006-06-11,30
"5225","Bolivia",2006-06-11,501
"5226","Brazil",2006-06-11,370
"5227","Bulgaria",2006-06-11,688
"5228","Canada",2006-06-11,951
"5229","Chile",2006-06-11,5
"5230","France",2006-06-11,7
"5231","Germany",2006-06-11,508
"5232","Hungary",2006-06-11,43
"5233","Japan",2006-06-11,13
"5234","Mexico",2006-06-11,815
"5235","Netherlands",2006-06-11,15
"5236","New.Zealand",2006-06-11,28
"5237","Norway",2006-06-11,15
"5238","Paraguay",2006-06-11,344
"5239","Peru",2006-06-11,355
"5240","Poland",2006-06-11,21
"5241","Romania",2006-06-11,705
"5242","Russia",2006-06-11,232
"5243","South.Africa",2006-06-11,4619
"5244","Spain",2006-06-11,20
"5245","Sweden",2006-06-11,2
"5246","Switzerland",2006-06-11,10
"5247","Ukraine",2006-06-11,239
"5248","United.States",2006-06-11,775
"5249","Uruguay",2006-06-11,147
"5250","Argentina",2006-06-18,223
"5251","Australia",2006-06-18,476
"5252","Austria",2006-06-18,488
"5253","Belgium",2006-06-18,26
"5254","Bolivia",2006-06-18,419
"5255","Brazil",2006-06-18,409
"5256","Bulgaria",2006-06-18,646
"5257","Canada",2006-06-18,858
"5258","Chile",2006-06-18,7
"5259","France",2006-06-18,6
"5260","Germany",2006-06-18,418
"5261","Hungary",2006-06-18,42
"5262","Japan",2006-06-18,9
"5263","Mexico",2006-06-18,780
"5264","Netherlands",2006-06-18,16
"5265","New.Zealand",2006-06-18,47
"5266","Norway",2006-06-18,12
"5267","Paraguay",2006-06-18,330
"5268","Peru",2006-06-18,316
"5269","Poland",2006-06-18,19
"5270","Romania",2006-06-18,678
"5271","Russia",2006-06-18,250
"5272","South.Africa",2006-06-18,3571
"5273","Spain",2006-06-18,18
"5274","Sweden",2006-06-18,1
"5275","Switzerland",2006-06-18,8
"5276","Ukraine",2006-06-18,228
"5277","United.States",2006-06-18,729
"5278","Uruguay",2006-06-18,135
"5279","Argentina",2006-06-25,243
"5280","Australia",2006-06-25,523
"5281","Austria",2006-06-25,513
"5282","Belgium",2006-06-25,14
"5283","Bolivia",2006-06-25,335
"5284","Brazil",2006-06-25,378
"5285","Bulgaria",2006-06-25,710
"5286","Canada",2006-06-25,752
"5287","Chile",2006-06-25,8
"5288","France",2006-06-25,5
"5289","Germany",2006-06-25,367
"5290","Hungary",2006-06-25,42
"5291","Japan",2006-06-25,6
"5292","Mexico",2006-06-25,770
"5293","Netherlands",2006-06-25,17
"5294","New.Zealand",2006-06-25,80
"5295","Norway",2006-06-25,11
"5296","Paraguay",2006-06-25,335
"5297","Peru",2006-06-25,313
"5298","Poland",2006-06-25,19
"5299","Romania",2006-06-25,622
"5300","Russia",2006-06-25,241
"5301","South.Africa",2006-06-25,3344
"5302","Spain",2006-06-25,17
"5303","Sweden",2006-06-25,1
"5304","Switzerland",2006-06-25,8
"5305","Ukraine",2006-06-25,221
"5306","United.States",2006-06-25,706
"5307","Uruguay",2006-06-25,155
"5308","Argentina",2006-07-02,232
"5309","Australia",2006-07-02,567
"5310","Austria",2006-07-02,496
"5311","Belgium",2006-07-02,14
"5312","Bolivia",2006-07-02,303
"5313","Brazil",2006-07-02,344
"5314","Bulgaria",2006-07-02,711
"5315","Canada",2006-07-02,785
"5316","Chile",2006-07-02,8
"5317","France",2006-07-02,5
"5318","Germany",2006-07-02,344
"5319","Hungary",2006-07-02,42
"5320","Japan",2006-07-02,5
"5321","Mexico",2006-07-02,660
"5322","Netherlands",2006-07-02,13
"5323","New.Zealand",2006-07-02,102
"5324","Norway",2006-07-02,10
"5325","Paraguay",2006-07-02,340
"5326","Peru",2006-07-02,296
"5327","Poland",2006-07-02,17
"5328","Romania",2006-07-02,641
"5329","Russia",2006-07-02,206
"5330","South.Africa",2006-07-02,4091
"5331","Spain",2006-07-02,13
"5332","Sweden",2006-07-02,1
"5333","Switzerland",2006-07-02,8
"5334","Ukraine",2006-07-02,216
"5335","United.States",2006-07-02,735
"5336","Uruguay",2006-07-02,188
"5337","Argentina",2006-07-09,261
"5338","Australia",2006-07-09,512
"5339","Austria",2006-07-09,454
"5340","Belgium",2006-07-09,15
"5341","Bolivia",2006-07-09,281
"5342","Brazil",2006-07-09,317
"5343","Bulgaria",2006-07-09,667
"5344","Canada",2006-07-09,786
"5345","Chile",2006-07-09,10
"5346","France",2006-07-09,5
"5347","Germany",2006-07-09,338
"5348","Hungary",2006-07-09,40
"5349","Japan",2006-07-09,5
"5350","Mexico",2006-07-09,759
"5351","Netherlands",2006-07-09,17
"5352","New.Zealand",2006-07-09,83
"5353","Norway",2006-07-09,10
"5354","Paraguay",2006-07-09,454
"5355","Peru",2006-07-09,328
"5356","Poland",2006-07-09,16
"5357","Romania",2006-07-09,631
"5358","Russia",2006-07-09,178
"5359","South.Africa",2006-07-09,3623
"5360","Spain",2006-07-09,10
"5361","Sweden",2006-07-09,1
"5362","Switzerland",2006-07-09,8
"5363","Ukraine",2006-07-09,207
"5364","United.States",2006-07-09,717
"5365","Uruguay",2006-07-09,177
"5366","Argentina",2006-07-16,272
"5367","Australia",2006-07-16,621
"5368","Austria",2006-07-16,499
"5369","Belgium",2006-07-16,7
"5370","Bolivia",2006-07-16,286
"5371","Brazil",2006-07-16,302
"5372","Bulgaria",2006-07-16,666
"5373","Canada",2006-07-16,724
"5374","Chile",2006-07-16,11
"5375","France",2006-07-16,6
"5376","Germany",2006-07-16,329
"5377","Hungary",2006-07-16,39
"5378","Japan",2006-07-16,3
"5379","Mexico",2006-07-16,753
"5380","Netherlands",2006-07-16,14
"5381","New.Zealand",2006-07-16,55
"5382","Norway",2006-07-16,9
"5383","Paraguay",2006-07-16,549
"5384","Peru",2006-07-16,278
"5385","Poland",2006-07-16,15
"5386","Romania",2006-07-16,595
"5387","Russia",2006-07-16,146
"5388","South.Africa",2006-07-16,3225
"5389","Spain",2006-07-16,19
"5390","Sweden",2006-07-16,1
"5391","Switzerland",2006-07-16,9
"5392","Ukraine",2006-07-16,204
"5393","United.States",2006-07-16,695
"5394","Uruguay",2006-07-16,179
"5395","Argentina",2006-07-23,252
"5396","Australia",2006-07-23,670
"5397","Austria",2006-07-23,483
"5398","Belgium",2006-07-23,11
"5399","Bolivia",2006-07-23,343
"5400","Brazil",2006-07-23,288
"5401","Bulgaria",2006-07-23,641
"5402","Canada",2006-07-23,707
"5403","Chile",2006-07-23,8
"5404","France",2006-07-23,5
"5405","Germany",2006-07-23,313
"5406","Hungary",2006-07-23,40
"5407","Japan",2006-07-23,3
"5408","Mexico",2006-07-23,774
"5409","Netherlands",2006-07-23,14
"5410","New.Zealand",2006-07-23,68
"5411","Norway",2006-07-23,8
"5412","Paraguay",2006-07-23,488
"5413","Peru",2006-07-23,251
"5414","Poland",2006-07-23,14
"5415","Romania",2006-07-23,582
"5416","Russia",2006-07-23,143
"5417","South.Africa",2006-07-23,3205
"5418","Spain",2006-07-23,14
"5419","Sweden",2006-07-23,1
"5420","Switzerland",2006-07-23,10
"5421","Ukraine",2006-07-23,201
"5422","United.States",2006-07-23,695
"5423","Uruguay",2006-07-23,177
"5424","Argentina",2006-07-30,215
"5425","Australia",2006-07-30,742
"5426","Austria",2006-07-30,374
"5427","Belgium",2006-07-30,9
"5428","Bolivia",2006-07-30,381
"5429","Brazil",2006-07-30,284
"5430","Bulgaria",2006-07-30,564
"5431","Canada",2006-07-30,744
"5432","Chile",2006-07-30,7
"5433","France",2006-07-30,6
"5434","Germany",2006-07-30,332
"5435","Hungary",2006-07-30,39
"5436","Japan",2006-07-30,3
"5437","Mexico",2006-07-30,737
"5438","Netherlands",2006-07-30,15
"5439","New.Zealand",2006-07-30,73
"5440","Norway",2006-07-30,8
"5441","Paraguay",2006-07-30,423
"5442","Peru",2006-07-30,260
"5443","Poland",2006-07-30,13
"5444","Romania",2006-07-30,552
"5445","Russia",2006-07-30,136
"5446","South.Africa",2006-07-30,2975
"5447","Spain",2006-07-30,17
"5448","Sweden",2006-07-30,1
"5449","Switzerland",2006-07-30,10
"5450","Ukraine",2006-07-30,206
"5451","United.States",2006-07-30,677
"5452","Uruguay",2006-07-30,183
"5453","Argentina",2006-08-06,238
"5454","Australia",2006-08-06,765
"5455","Austria",2006-08-06,385
"5456","Belgium",2006-08-06,9
"5457","Bolivia",2006-08-06,347
"5458","Brazil",2006-08-06,291
"5459","Bulgaria",2006-08-06,530
"5460","Canada",2006-08-06,736
"5461","Chile",2006-08-06,9
"5462","France",2006-08-06,7
"5463","Germany",2006-08-06,387
"5464","Hungary",2006-08-06,42
"5465","Japan",2006-08-06,2
"5466","Mexico",2006-08-06,790
"5467","Netherlands",2006-08-06,16
"5468","New.Zealand",2006-08-06,59
"5469","Norway",2006-08-06,8
"5470","Paraguay",2006-08-06,387
"5471","Peru",2006-08-06,268
"5472","Poland",2006-08-06,13
"5473","Romania",2006-08-06,580
"5474","Russia",2006-08-06,140
"5475","South.Africa",2006-08-06,3130
"5476","Spain",2006-08-06,16
"5477","Sweden",2006-08-06,1
"5478","Switzerland",2006-08-06,8
"5479","Ukraine",2006-08-06,207
"5480","United.States",2006-08-06,681
"5481","Uruguay",2006-08-06,194
"5482","Argentina",2006-08-13,228
"5483","Australia",2006-08-13,796
"5484","Austria",2006-08-13,449
"5485","Belgium",2006-08-13,14
"5486","Bolivia",2006-08-13,359
"5487","Brazil",2006-08-13,298
"5488","Bulgaria",2006-08-13,480
"5489","Canada",2006-08-13,774
"5490","Chile",2006-08-13,10
"5491","France",2006-08-13,9
"5492","Germany",2006-08-13,443
"5493","Hungary",2006-08-13,50
"5494","Japan",2006-08-13,2
"5495","Mexico",2006-08-13,713
"5496","Netherlands",2006-08-13,15
"5497","New.Zealand",2006-08-13,60
"5498","Norway",2006-08-13,10
"5499","Paraguay",2006-08-13,379
"5500","Peru",2006-08-13,287
"5501","Poland",2006-08-13,12
"5502","Romania",2006-08-13,605
"5503","Russia",2006-08-13,163
"5504","South.Africa",2006-08-13,3062
"5505","Spain",2006-08-13,16
"5506","Sweden",2006-08-13,1
"5507","Switzerland",2006-08-13,10
"5508","Ukraine",2006-08-13,203
"5509","United.States",2006-08-13,717
"5510","Uruguay",2006-08-13,194
"5511","Argentina",2006-08-20,250
"5512","Australia",2006-08-20,704
"5513","Austria",2006-08-20,517
"5514","Belgium",2006-08-20,16
"5515","Bolivia",2006-08-20,477
"5516","Brazil",2006-08-20,312
"5517","Bulgaria",2006-08-20,471
"5518","Canada",2006-08-20,752
"5519","Chile",2006-08-20,8
"5520","France",2006-08-20,8
"5521","Germany",2006-08-20,502
"5522","Hungary",2006-08-20,49
"5523","Japan",2006-08-20,2
"5524","Mexico",2006-08-20,731
"5525","Netherlands",2006-08-20,16
"5526","New.Zealand",2006-08-20,58
"5527","Norway",2006-08-20,11
"5528","Paraguay",2006-08-20,420
"5529","Peru",2006-08-20,337
"5530","Poland",2006-08-20,12
"5531","Romania",2006-08-20,650
"5532","Russia",2006-08-20,145
"5533","South.Africa",2006-08-20,3002
"5534","Spain",2006-08-20,20
"5535","Sweden",2006-08-20,1
"5536","Switzerland",2006-08-20,10
"5537","Ukraine",2006-08-20,205
"5538","United.States",2006-08-20,741
"5539","Uruguay",2006-08-20,181
"5540","Argentina",2006-08-27,271
"5541","Australia",2006-08-27,749
"5542","Austria",2006-08-27,520
"5543","Belgium",2006-08-27,16
"5544","Bolivia",2006-08-27,425
"5545","Brazil",2006-08-27,281
"5546","Bulgaria",2006-08-27,466
"5547","Canada",2006-08-27,801
"5548","Chile",2006-08-27,6
"5549","France",2006-08-27,8
"5550","Germany",2006-08-27,595
"5551","Hungary",2006-08-27,48
"5552","Japan",2006-08-27,1
"5553","Mexico",2006-08-27,786
"5554","Netherlands",2006-08-27,19
"5555","New.Zealand",2006-08-27,54
"5556","Norway",2006-08-27,12
"5557","Paraguay",2006-08-27,486
"5558","Peru",2006-08-27,338
"5559","Poland",2006-08-27,11
"5560","Romania",2006-08-27,627
"5561","Russia",2006-08-27,171
"5562","South.Africa",2006-08-27,2950
"5563","Spain",2006-08-27,21
"5564","Sweden",2006-08-27,1
"5565","Switzerland",2006-08-27,12
"5566","Ukraine",2006-08-27,212
"5567","United.States",2006-08-27,760
"5568","Uruguay",2006-08-27,175
"5569","Argentina",2006-09-03,234
"5570","Australia",2006-09-03,570
"5571","Austria",2006-09-03,505
"5572","Belgium",2006-09-03,21
"5573","Bolivia",2006-09-03,346
"5574","Brazil",2006-09-03,271
"5575","Bulgaria",2006-09-03,447
"5576","Canada",2006-09-03,931
"5577","Chile",2006-09-03,6
"5578","France",2006-09-03,9
"5579","Germany",2006-09-03,615
"5580","Hungary",2006-09-03,47
"5581","Japan",2006-09-03,1
"5582","Mexico",2006-09-03,856
"5583","Netherlands",2006-09-03,21
"5584","New.Zealand",2006-09-03,52
"5585","Norway",2006-09-03,19
"5586","Paraguay",2006-09-03,531
"5587","Peru",2006-09-03,372
"5588","Poland",2006-09-03,10
"5589","Romania",2006-09-03,613
"5590","Russia",2006-09-03,190
"5591","South.Africa",2006-09-03,2798
"5592","Spain",2006-09-03,13
"5593","Sweden",2006-09-03,2
"5594","Switzerland",2006-09-03,16
"5595","Ukraine",2006-09-03,222
"5596","United.States",2006-09-03,861
"5597","Uruguay",2006-09-03,178
"5598","Argentina",2006-09-10,234
"5599","Australia",2006-09-10,507
"5600","Austria",2006-09-10,481
"5601","Belgium",2006-09-10,33
"5602","Bolivia",2006-09-10,342
"5603","Brazil",2006-09-10,300
"5604","Bulgaria",2006-09-10,502
"5605","Canada",2006-09-10,1118
"5606","Chile",2006-09-10,7
"5607","France",2006-09-10,12
"5608","Germany",2006-09-10,644
"5609","Hungary",2006-09-10,43
"5610","Japan",2006-09-10,2
"5611","Mexico",2006-09-10,909
"5612","Netherlands",2006-09-10,28
"5613","New.Zealand",2006-09-10,44
"5614","Norway",2006-09-10,23
"5615","Paraguay",2006-09-10,596
"5616","Peru",2006-09-10,364
"5617","Poland",2006-09-10,12
"5618","Romania",2006-09-10,639
"5619","Russia",2006-09-10,243
"5620","South.Africa",2006-09-10,3332
"5621","Spain",2006-09-10,16
"5622","Sweden",2006-09-10,2
"5623","Switzerland",2006-09-10,18
"5624","Ukraine",2006-09-10,251
"5625","United.States",2006-09-10,965
"5626","Uruguay",2006-09-10,180
"5627","Argentina",2006-09-17,232
"5628","Australia",2006-09-17,457
"5629","Austria",2006-09-17,607
"5630","Belgium",2006-09-17,41
"5631","Bolivia",2006-09-17,350
"5632","Brazil",2006-09-17,267
"5633","Bulgaria",2006-09-17,524
"5634","Canada",2006-09-17,1427
"5635","Chile",2006-09-17,6
"5636","France",2006-09-17,16
"5637","Germany",2006-09-17,675
"5638","Hungary",2006-09-17,44
"5639","Japan",2006-09-17,3
"5640","Mexico",2006-09-17,994
"5641","Netherlands",2006-09-17,28
"5642","New.Zealand",2006-09-17,35
"5643","Norway",2006-09-17,28
"5644","Paraguay",2006-09-17,566
"5645","Peru",2006-09-17,370
"5646","Poland",2006-09-17,22
"5647","Romania",2006-09-17,660
"5648","Russia",2006-09-17,320
"5649","South.Africa",2006-09-17,3072
"5650","Spain",2006-09-17,26
"5651","Sweden",2006-09-17,2
"5652","Switzerland",2006-09-17,15
"5653","Ukraine",2006-09-17,278
"5654","United.States",2006-09-17,1101
"5655","Uruguay",2006-09-17,197
"5656","Argentina",2006-09-24,227
"5657","Australia",2006-09-24,356
"5658","Austria",2006-09-24,647
"5659","Belgium",2006-09-24,31
"5660","Bolivia",2006-09-24,393
"5661","Brazil",2006-09-24,245
"5662","Bulgaria",2006-09-24,580
"5663","Canada",2006-09-24,1627
"5664","Chile",2006-09-24,5
"5665","France",2006-09-24,23
"5666","Germany",2006-09-24,677
"5667","Hungary",2006-09-24,48
"5668","Japan",2006-09-24,3
"5669","Mexico",2006-09-24,970
"5670","Netherlands",2006-09-24,23
"5671","New.Zealand",2006-09-24,37
"5672","Norway",2006-09-24,24
"5673","Paraguay",2006-09-24,469
"5674","Peru",2006-09-24,337
"5675","Poland",2006-09-24,44
"5676","Romania",2006-09-24,709
"5677","Russia",2006-09-24,349
"5678","South.Africa",2006-09-24,2687
"5679","Spain",2006-09-24,33
"5680","Sweden",2006-09-24,2
"5681","Switzerland",2006-09-24,13
"5682","Ukraine",2006-09-24,321
"5683","United.States",2006-09-24,1133
"5684","Uruguay",2006-09-24,173
"5685","Argentina",2006-10-01,200
"5686","Australia",2006-10-01,274
"5687","Austria",2006-10-01,667
"5688","Belgium",2006-10-01,36
"5689","Bolivia",2006-10-01,410
"5690","Brazil",2006-10-01,228
"5691","Bulgaria",2006-10-01,670
"5692","Canada",2006-10-01,1770
"5693","Chile",2006-10-01,4
"5694","France",2006-10-01,31
"5695","Germany",2006-10-01,729
"5696","Hungary",2006-10-01,46
"5697","Japan",2006-10-01,4
"5698","Mexico",2006-10-01,988
"5699","Netherlands",2006-10-01,22
"5700","New.Zealand",2006-10-01,21
"5701","Norway",2006-10-01,26
"5702","Paraguay",2006-10-01,400
"5703","Peru",2006-10-01,359
"5704","Poland",2006-10-01,49
"5705","Romania",2006-10-01,709
"5706","Russia",2006-10-01,341
"5707","South.Africa",2006-10-01,2390
"5708","Spain",2006-10-01,32
"5709","Sweden",2006-10-01,2
"5710","Switzerland",2006-10-01,15
"5711","Ukraine",2006-10-01,343
"5712","United.States",2006-10-01,1178
"5713","Uruguay",2006-10-01,157
"5714","Argentina",2006-10-08,191
"5715","Australia",2006-10-08,281
"5716","Austria",2006-10-08,684
"5717","Belgium",2006-10-08,58
"5718","Bolivia",2006-10-08,405
"5719","Brazil",2006-10-08,226
"5720","Bulgaria",2006-10-08,757
"5721","Canada",2006-10-08,1758
"5722","Chile",2006-10-08,4
"5723","France",2006-10-08,35
"5724","Germany",2006-10-08,855
"5725","Hungary",2006-10-08,45
"5726","Japan",2006-10-08,4
"5727","Mexico",2006-10-08,1158
"5728","Netherlands",2006-10-08,24
"5729","New.Zealand",2006-10-08,13
"5730","Norway",2006-10-08,24
"5731","Paraguay",2006-10-08,363
"5732","Peru",2006-10-08,326
"5733","Poland",2006-10-08,52
"5734","Romania",2006-10-08,735
"5735","Russia",2006-10-08,343
"5736","South.Africa",2006-10-08,2650
"5737","Spain",2006-10-08,42
"5738","Sweden",2006-10-08,2
"5739","Switzerland",2006-10-08,19
"5740","Ukraine",2006-10-08,350
"5741","United.States",2006-10-08,1230
"5742","Uruguay",2006-10-08,152
"5743","Argentina",2006-10-15,182
"5744","Australia",2006-10-15,253
"5745","Austria",2006-10-15,802
"5746","Belgium",2006-10-15,65
"5747","Bolivia",2006-10-15,391
"5748","Brazil",2006-10-15,250
"5749","Bulgaria",2006-10-15,751
"5750","Canada",2006-10-15,1864
"5751","Chile",2006-10-15,5
"5752","France",2006-10-15,48
"5753","Germany",2006-10-15,975
"5754","Hungary",2006-10-15,47
"5755","Japan",2006-10-15,6
"5756","Mexico",2006-10-15,1181
"5757","Netherlands",2006-10-15,25
"5758","New.Zealand",2006-10-15,12
"5759","Norway",2006-10-15,25
"5760","Paraguay",2006-10-15,330
"5761","Peru",2006-10-15,338
"5762","Poland",2006-10-15,61
"5763","Romania",2006-10-15,869
"5764","Russia",2006-10-15,358
"5765","South.Africa",2006-10-15,2596
"5766","Spain",2006-10-15,48
"5767","Sweden",2006-10-15,2
"5768","Switzerland",2006-10-15,19
"5769","Ukraine",2006-10-15,379
"5770","United.States",2006-10-15,1297
"5771","Uruguay",2006-10-15,141
"5772","Argentina",2006-10-22,167
"5773","Australia",2006-10-22,219
"5774","Austria",2006-10-22,656
"5775","Belgium",2006-10-22,63
"5776","Bolivia",2006-10-22,419
"5777","Brazil",2006-10-22,260
"5778","Bulgaria",2006-10-22,897
"5779","Canada",2006-10-22,2003
"5780","Chile",2006-10-22,4
"5781","France",2006-10-22,40
"5782","Germany",2006-10-22,883
"5783","Hungary",2006-10-22,48
"5784","Japan",2006-10-22,9
"5785","Mexico",2006-10-22,1163
"5786","Netherlands",2006-10-22,23
"5787","New.Zealand",2006-10-22,14
"5788","Norway",2006-10-22,26
"5789","Paraguay",2006-10-22,305
"5790","Peru",2006-10-22,300
"5791","Poland",2006-10-22,76
"5792","Romania",2006-10-22,851
"5793","Russia",2006-10-22,410
"5794","South.Africa",2006-10-22,2298
"5795","Spain",2006-10-22,35
"5796","Sweden",2006-10-22,2
"5797","Switzerland",2006-10-22,19
"5798","Ukraine",2006-10-22,443
"5799","United.States",2006-10-22,1445
"5800","Uruguay",2006-10-22,135
"5801","Argentina",2006-10-29,174
"5802","Australia",2006-10-29,222
"5803","Austria",2006-10-29,646
"5804","Belgium",2006-10-29,47
"5805","Bolivia",2006-10-29,431
"5806","Brazil",2006-10-29,247
"5807","Bulgaria",2006-10-29,1073
"5808","Canada",2006-10-29,2048
"5809","Chile",2006-10-29,4
"5810","France",2006-10-29,39
"5811","Germany",2006-10-29,918
"5812","Hungary",2006-10-29,57
"5813","Japan",2006-10-29,13
"5814","Mexico",2006-10-29,1171
"5815","Netherlands",2006-10-29,24
"5816","New.Zealand",2006-10-29,21
"5817","Norway",2006-10-29,25
"5818","Paraguay",2006-10-29,285
"5819","Peru",2006-10-29,284
"5820","Poland",2006-10-29,70
"5821","Romania",2006-10-29,726
"5822","Russia",2006-10-29,379
"5823","South.Africa",2006-10-29,1857
"5824","Spain",2006-10-29,33
"5825","Sweden",2006-10-29,2
"5826","Switzerland",2006-10-29,23
"5827","Ukraine",2006-10-29,476
"5828","United.States",2006-10-29,1577
"5829","Uruguay",2006-10-29,129
"5830","Argentina",2006-11-05,160
"5831","Australia",2006-11-05,184
"5832","Austria",2006-11-05,781
"5833","Belgium",2006-11-05,65
"5834","Bolivia",2006-11-05,417
"5835","Brazil",2006-11-05,264
"5836","Bulgaria",2006-11-05,1010
"5837","Canada",2006-11-05,2088
"5838","Chile",2006-11-05,4
"5839","France",2006-11-05,43
"5840","Germany",2006-11-05,1044
"5841","Hungary",2006-11-05,54
"5842","Japan",2006-11-05,20
"5843","Mexico",2006-11-05,1319
"5844","Netherlands",2006-11-05,25
"5845","New.Zealand",2006-11-05,13
"5846","Norway",2006-11-05,23
"5847","Paraguay",2006-11-05,277
"5848","Peru",2006-11-05,282
"5849","Poland",2006-11-05,57
"5850","Romania",2006-11-05,786
"5851","Russia",2006-11-05,340
"5852","South.Africa",2006-11-05,2125
"5853","Spain",2006-11-05,36
"5854","Sweden",2006-11-05,2
"5855","Switzerland",2006-11-05,25
"5856","Ukraine",2006-11-05,525
"5857","United.States",2006-11-05,1636
"5858","Uruguay",2006-11-05,120
"5859","Argentina",2006-11-12,180
"5860","Australia",2006-11-12,211
"5861","Austria",2006-11-12,749
"5862","Belgium",2006-11-12,72
"5863","Bolivia",2006-11-12,367
"5864","Brazil",2006-11-12,257
"5865","Bulgaria",2006-11-12,944
"5866","Canada",2006-11-12,2228
"5867","Chile",2006-11-12,5
"5868","France",2006-11-12,41
"5869","Germany",2006-11-12,1044
"5870","Hungary",2006-11-12,56
"5871","Japan",2006-11-12,29
"5872","Mexico",2006-11-12,1372
"5873","Netherlands",2006-11-12,26
"5874","New.Zealand",2006-11-12,11
"5875","Norway",2006-11-12,23
"5876","Paraguay",2006-11-12,259
"5877","Peru",2006-11-12,287
"5878","Poland",2006-11-12,50
"5879","Romania",2006-11-12,827
"5880","Russia",2006-11-12,305
"5881","South.Africa",2006-11-12,2256
"5882","Spain",2006-11-12,38
"5883","Sweden",2006-11-12,3
"5884","Switzerland",2006-11-12,21
"5885","Ukraine",2006-11-12,497
"5886","United.States",2006-11-12,1758
"5887","Uruguay",2006-11-12,110
"5888","Argentina",2006-11-19,165
"5889","Australia",2006-11-19,178
"5890","Austria",2006-11-19,845
"5891","Belgium",2006-11-19,96
"5892","Bolivia",2006-11-19,389
"5893","Brazil",2006-11-19,251
"5894","Bulgaria",2006-11-19,857
"5895","Canada",2006-11-19,2334
"5896","Chile",2006-11-19,3
"5897","France",2006-11-19,56
"5898","Germany",2006-11-19,1037
"5899","Hungary",2006-11-19,54
"5900","Japan",2006-11-19,37
"5901","Mexico",2006-11-19,1409
"5902","Netherlands",2006-11-19,25
"5903","New.Zealand",2006-11-19,15
"5904","Norway",2006-11-19,23
"5905","Paraguay",2006-11-19,263
"5906","Peru",2006-11-19,298
"5907","Poland",2006-11-19,47
"5908","Romania",2006-11-19,850
"5909","Russia",2006-11-19,319
"5910","South.Africa",2006-11-19,2019
"5911","Spain",2006-11-19,39
"5912","Sweden",2006-11-19,3
"5913","Switzerland",2006-11-19,32
"5914","Ukraine",2006-11-19,465
"5915","United.States",2006-11-19,1595
"5916","Uruguay",2006-11-19,126
"5917","Argentina",2006-11-26,141
"5918","Australia",2006-11-26,130
"5919","Austria",2006-11-26,785
"5920","Belgium",2006-11-26,84
"5921","Bolivia",2006-11-26,361
"5922","Brazil",2006-11-26,221
"5923","Bulgaria",2006-11-26,944
"5924","Canada",2006-11-26,2418
"5925","Chile",2006-11-26,4
"5926","France",2006-11-26,63
"5927","Germany",2006-11-26,985
"5928","Hungary",2006-11-26,65
"5929","Japan",2006-11-26,41
"5930","Mexico",2006-11-26,1464
"5931","Netherlands",2006-11-26,27
"5932","New.Zealand",2006-11-26,11
"5933","Norway",2006-11-26,24
"5934","Paraguay",2006-11-26,242
"5935","Peru",2006-11-26,301
"5936","Poland",2006-11-26,46
"5937","Romania",2006-11-26,873
"5938","Russia",2006-11-26,339
"5939","South.Africa",2006-11-26,2376
"5940","Spain",2006-11-26,35
"5941","Sweden",2006-11-26,2
"5942","Switzerland",2006-11-26,31
"5943","Ukraine",2006-11-26,464
"5944","United.States",2006-11-26,1889
"5945","Uruguay",2006-11-26,126
"5946","Argentina",2006-12-03,109
"5947","Australia",2006-12-03,128
"5948","Austria",2006-12-03,693
"5949","Belgium",2006-12-03,83
"5950","Bolivia",2006-12-03,332
"5951","Brazil",2006-12-03,184
"5952","Bulgaria",2006-12-03,1019
"5953","Canada",2006-12-03,2520
"5954","Chile",2006-12-03,3
"5955","France",2006-12-03,72
"5956","Germany",2006-12-03,1006
"5957","Hungary",2006-12-03,62
"5958","Japan",2006-12-03,41
"5959","Mexico",2006-12-03,1615
"5960","Netherlands",2006-12-03,28
"5961","New.Zealand",2006-12-03,9
"5962","Norway",2006-12-03,22
"5963","Paraguay",2006-12-03,234
"5964","Peru",2006-12-03,258
"5965","Poland",2006-12-03,46
"5966","Romania",2006-12-03,920
"5967","Russia",2006-12-03,320
"5968","South.Africa",2006-12-03,2141
"5969","Spain",2006-12-03,34
"5970","Sweden",2006-12-03,2
"5971","Switzerland",2006-12-03,27
"5972","Ukraine",2006-12-03,443
"5973","United.States",2006-12-03,1886
"5974","Uruguay",2006-12-03,111
"5975","Argentina",2006-12-10,109
"5976","Australia",2006-12-10,113
"5977","Austria",2006-12-10,803
"5978","Belgium",2006-12-10,83
"5979","Bolivia",2006-12-10,312
"5980","Brazil",2006-12-10,167
"5981","Bulgaria",2006-12-10,1090
"5982","Canada",2006-12-10,2717
"5983","Chile",2006-12-10,2
"5984","France",2006-12-10,85
"5985","Germany",2006-12-10,1046
"5986","Hungary",2006-12-10,63
"5987","Japan",2006-12-10,37
"5988","Mexico",2006-12-10,1725
"5989","Netherlands",2006-12-10,30
"5990","New.Zealand",2006-12-10,6
"5991","Norway",2006-12-10,25
"5992","Paraguay",2006-12-10,214
"5993","Peru",2006-12-10,227
