"","country","date","searches"
"10755","Sweden",2010-01-31,3
"10756","Switzerland",2010-01-31,31
"10757","Ukraine",2010-01-31,385
"10758","United.States",2010-01-31,1910
"10759","Uruguay",2010-01-31,53
"10760","Argentina",2010-02-07,70
"10761","Australia",2010-02-07,84
"10762","Austria",2010-02-07,796
"10763","Belgium",2010-02-07,65
"10764","Bolivia",2010-02-07,141
"10765","Brazil",2010-02-07,120
"10766","Bulgaria",2010-02-07,600
"10767","Canada",2010-02-07,1736
"10768","Chile",2010-02-07,1
"10769","France",2010-02-07,35
"10770","Germany",2010-02-07,931
"10771","Hungary",2010-02-07,68
"10772","Japan",2010-02-07,74
"10773","Mexico",2010-02-07,1567
"10774","Netherlands",2010-02-07,29
"10775","New.Zealand",2010-02-07,10
"10776","Norway",2010-02-07,44
"10777","Paraguay",2010-02-07,96
"10778","Peru",2010-02-07,117
"10779","Poland",2010-02-07,34
"10780","Romania",2010-02-07,620
"10781","Russia",2010-02-07,719
"10782","South.Africa",2010-02-07,1915
"10783","Spain",2010-02-07,10
"10784","Sweden",2010-02-07,3
"10785","Switzerland",2010-02-07,29
"10786","Ukraine",2010-02-07,403
"10787","United.States",2010-02-07,1944
"10788","Uruguay",2010-02-07,56
"10789","Argentina",2010-02-14,68
"10790","Australia",2010-02-14,93
"10791","Austria",2010-02-14,844
"10792","Belgium",2010-02-14,48
"10793","Bolivia",2010-02-14,145
"10794","Brazil",2010-02-14,130
"10795","Bulgaria",2010-02-14,567
"10796","Canada",2010-02-14,1717
"10797","Chile",2010-02-14,2
"10798","France",2010-02-14,26
"10799","Germany",2010-02-14,946
"10800","Hungary",2010-02-14,78
"10801","Japan",2010-02-14,51
"10802","Mexico",2010-02-14,1599
"10803","Netherlands",2010-02-14,29
"10804","New.Zealand",2010-02-14,10
"10805","Norway",2010-02-14,64
"10806","Paraguay",2010-02-14,96
"10807","Peru",2010-02-14,121
"10808","Poland",2010-02-14,35
"10809","Romania",2010-02-14,640
"10810","Russia",2010-02-14,720
"10811","South.Africa",2010-02-14,2019
"10812","Spain",2010-02-14,11
"10813","Sweden",2010-02-14,3
"10814","Switzerland",2010-02-14,26
"10815","Ukraine",2010-02-14,417
"10816","United.States",2010-02-14,2000
"10817","Uruguay",2010-02-14,57
"10818","Argentina",2010-02-21,71
"10819","Australia",2010-02-21,136
"10820","Austria",2010-02-21,854
"10821","Belgium",2010-02-21,55
"10822","Bolivia",2010-02-21,156
"10823","Brazil",2010-02-21,145
"10824","Bulgaria",2010-02-21,592
"10825","Canada",2010-02-21,1751
"10826","Chile",2010-02-21,1
"10827","France",2010-02-21,19
"10828","Germany",2010-02-21,979
"10829","Hungary",2010-02-21,61
"10830","Japan",2010-02-21,37
"10831","Mexico",2010-02-21,1627
"10832","Netherlands",2010-02-21,25
"10833","New.Zealand",2010-02-21,12
"10834","Norway",2010-02-21,58
"10835","Paraguay",2010-02-21,104
"10836","Peru",2010-02-21,122
"10837","Poland",2010-02-21,33
"10838","Romania",2010-02-21,648
"10839","Russia",2010-02-21,646
"10840","South.Africa",2010-02-21,1967
"10841","Spain",2010-02-21,9
"10842","Sweden",2010-02-21,2
"10843","Switzerland",2010-02-21,21
"10844","Ukraine",2010-02-21,391
"10845","United.States",2010-02-21,1968
"10846","Uruguay",2010-02-21,58
"10847","Argentina",2010-02-28,70
"10848","Australia",2010-02-28,138
"10849","Austria",2010-02-28,742
"10850","Belgium",2010-02-28,46
"10851","Bolivia",2010-02-28,164
"10852","Brazil",2010-02-28,152
"10853","Bulgaria",2010-02-28,548
"10854","Canada",2010-02-28,1748
"10855","Chile",2010-02-28,1
"10856","France",2010-02-28,15
"10857","Germany",2010-02-28,826
"10858","Hungary",2010-02-28,46
"10859","Japan",2010-02-28,21
"10860","Mexico",2010-02-28,1739
"10861","Netherlands",2010-02-28,19
"10862","New.Zealand",2010-02-28,12
"10863","Norway",2010-02-28,54
"10864","Paraguay",2010-02-28,108
"10865","Peru",2010-02-28,121
"10866","Poland",2010-02-28,31
"10867","Romania",2010-02-28,657
"10868","Russia",2010-02-28,527
"10869","South.Africa",2010-02-28,1991
"10870","Spain",2010-02-28,8
"10871","Sweden",2010-02-28,2
"10872","Switzerland",2010-02-28,16
"10873","Ukraine",2010-02-28,361
"10874","United.States",2010-02-28,1888
"10875","Uruguay",2010-02-28,56
"10876","Argentina",2010-03-07,71
"10877","Australia",2010-03-07,167
"10878","Austria",2010-03-07,708
"10879","Belgium",2010-03-07,52
"10880","Bolivia",2010-03-07,186
"10881","Brazil",2010-03-07,175
"10882","Bulgaria",2010-03-07,584
"10883","Canada",2010-03-07,1725
"10884","Chile",2010-03-07,1
"10885","France",2010-03-07,13
"10886","Germany",2010-03-07,784
"10887","Hungary",2010-03-07,52
"10888","Japan",2010-03-07,17
"10889","Mexico",2010-03-07,1667
"10890","Netherlands",2010-03-07,22
"10891","New.Zealand",2010-03-07,16
"10892","Norway",2010-03-07,50
"10893","Paraguay",2010-03-07,133
"10894","Peru",2010-03-07,135
"10895","Poland",2010-03-07,28
"10896","Romania",2010-03-07,680
"10897","Russia",2010-03-07,477
"10898","South.Africa",2010-03-07,2153
"10899","Spain",2010-03-07,10
"10900","Sweden",2010-03-07,2
"10901","Switzerland",2010-03-07,15
"10902","Ukraine",2010-03-07,381
"10903","United.States",2010-03-07,1793
"10904","Uruguay",2010-03-07,54
"10905","Argentina",2010-03-14,92
"10906","Australia",2010-03-14,174
"10907","Austria",2010-03-14,688
"10908","Belgium",2010-03-14,54
"10909","Bolivia",2010-03-14,210
"10910","Brazil",2010-03-14,172
"10911","Bulgaria",2010-03-14,616
"10912","Canada",2010-03-14,1523
"10913","Chile",2010-03-14,2
"10914","France",2010-03-14,11
"10915","Germany",2010-03-14,699
"10916","Hungary",2010-03-14,54
"10917","Japan",2010-03-14,13
"10918","Mexico",2010-03-14,1515
"10919","Netherlands",2010-03-14,23
"10920","New.Zealand",2010-03-14,15
"10921","Norway",2010-03-14,52
"10922","Paraguay",2010-03-14,149
"10923","Peru",2010-03-14,151
"10924","Poland",2010-03-14,27
"10925","Romania",2010-03-14,667
"10926","Russia",2010-03-14,470
"10927","South.Africa",2010-03-14,2138
"10928","Spain",2010-03-14,8
"10929","Sweden",2010-03-14,3
"10930","Switzerland",2010-03-14,14
"10931","Ukraine",2010-03-14,334
"10932","United.States",2010-03-14,1619
"10933","Uruguay",2010-03-14,58
"10934","Argentina",2010-03-21,98
"10935","Australia",2010-03-21,158
"10936","Austria",2010-03-21,640
"10937","Belgium",2010-03-21,47
"10938","Bolivia",2010-03-21,250
"10939","Brazil",2010-03-21,171
"10940","Bulgaria",2010-03-21,476
"10941","Canada",2010-03-21,1404
"10942","Chile",2010-03-21,3
"10943","France",2010-03-21,9
"10944","Germany",2010-03-21,627
"10945","Hungary",2010-03-21,53
"10946","Japan",2010-03-21,10
"10947","Mexico",2010-03-21,1351
"10948","Netherlands",2010-03-21,20
"10949","New.Zealand",2010-03-21,17
"10950","Norway",2010-03-21,49
"10951","Paraguay",2010-03-21,174
"10952","Peru",2010-03-21,160
"10953","Poland",2010-03-21,25
"10954","Romania",2010-03-21,669
"10955","Russia",2010-03-21,421
"10956","South.Africa",2010-03-21,2044
"10957","Spain",2010-03-21,8
"10958","Sweden",2010-03-21,3
"10959","Switzerland",2010-03-21,12
"10960","Ukraine",2010-03-21,308
"10961","United.States",2010-03-21,1511
"10962","Uruguay",2010-03-21,63
"10963","Argentina",2010-03-28,95
"10964","Australia",2010-03-28,122
"10965","Austria",2010-03-28,510
"10966","Belgium",2010-03-28,34
"10967","Bolivia",2010-03-28,258
"10968","Brazil",2010-03-28,166
"10969","Bulgaria",2010-03-28,397
"10970","Canada",2010-03-28,1255
"10971","Chile",2010-03-28,4
"10972","France",2010-03-28,9
"10973","Germany",2010-03-28,515
"10974","Hungary",2010-03-28,37
"10975","Japan",2010-03-28,8
"10976","Mexico",2010-03-28,1037
"10977","Netherlands",2010-03-28,16
"10978","New.Zealand",2010-03-28,17
"10979","Norway",2010-03-28,29
"10980","Paraguay",2010-03-28,188
"10981","Peru",2010-03-28,151
"10982","Poland",2010-03-28,22
"10983","Romania",2010-03-28,618
"10984","Russia",2010-03-28,389
"10985","South.Africa",2010-03-28,2288
"10986","Spain",2010-03-28,5
"10987","Sweden",2010-03-28,2
"10988","Switzerland",2010-03-28,10
"10989","Ukraine",2010-03-28,288
"10990","United.States",2010-03-28,1350
"10991","Uruguay",2010-03-28,70
"10992","Argentina",2010-04-04,109
"10993","Australia",2010-04-04,125
"10994","Austria",2010-04-04,500
"10995","Belgium",2010-04-04,26
"10996","Bolivia",2010-04-04,285
"10997","Brazil",2010-04-04,193
"10998","Bulgaria",2010-04-04,385
"10999","Canada",2010-04-04,1160
"11000","Chile",2010-04-04,4
"11001","France",2010-04-04,8
"11002","Germany",2010-04-04,498
"11003","Hungary",2010-04-04,32
"11004","Japan",2010-04-04,6
"11005","Mexico",2010-04-04,917
"11006","Netherlands",2010-04-04,17
"11007","New.Zealand",2010-04-04,12
"11008","Norway",2010-04-04,36
"11009","Paraguay",2010-04-04,213
"11010","Peru",2010-04-04,162
"11011","Poland",2010-04-04,20
"11012","Romania",2010-04-04,598
"11013","Russia",2010-04-04,419
"11014","South.Africa",2010-04-04,2224
"11015","Spain",2010-04-04,8
"11016","Sweden",2010-04-04,2
"11017","Switzerland",2010-04-04,10
"11018","Ukraine",2010-04-04,254
"11019","United.States",2010-04-04,1257
"11020","Uruguay",2010-04-04,79
"11021","Argentina",2010-04-11,114
"11022","Australia",2010-04-11,167
"11023","Austria",2010-04-11,514
"11024","Belgium",2010-04-11,25
"11025","Bolivia",2010-04-11,299
"11026","Brazil",2010-04-11,210
"11027","Bulgaria",2010-04-11,366
"11028","Canada",2010-04-11,1077
"11029","Chile",2010-04-11,5
"11030","France",2010-04-11,7
"11031","Germany",2010-04-11,497
"11032","Hungary",2010-04-11,31
"11033","Japan",2010-04-11,6
"11034","Mexico",2010-04-11,1009
"11035","Netherlands",2010-04-11,16
"11036","New.Zealand",2010-04-11,16
"11037","Norway",2010-04-11,26
"11038","Paraguay",2010-04-11,262
"11039","Peru",2010-04-11,187
"11040","Poland",2010-04-11,18
"11041","Romania",2010-04-11,573
"11042","Russia",2010-04-11,456
"11043","South.Africa",2010-04-11,2350
"11044","Spain",2010-04-11,6
"11045","Sweden",2010-04-11,2
"11046","Switzerland",2010-04-11,9
"11047","Ukraine",2010-04-11,256
"11048","United.States",2010-04-11,1123
"11049","Uruguay",2010-04-11,82
"11050","Argentina",2010-04-18,127
"11051","Australia",2010-04-18,170
"11052","Austria",2010-04-18,502
"11053","Belgium",2010-04-18,22
"11054","Bolivia",2010-04-18,262
"11055","Brazil",2010-04-18,209
"11056","Bulgaria",2010-04-18,345
"11057","Canada",2010-04-18,1005
"11058","Chile",2010-04-18,5
"11059","France",2010-04-18,5
"11060","Germany",2010-04-18,490
"11061","Hungary",2010-04-18,42
"11062","Japan",2010-04-18,7
"11063","Mexico",2010-04-18,890
"11064","Netherlands",2010-04-18,14
"11065","New.Zealand",2010-04-18,19
"11066","Norway",2010-04-18,28
"11067","Paraguay",2010-04-18,259
"11068","Peru",2010-04-18,193
"11069","Poland",2010-04-18,16
"11070","Romania",2010-04-18,588
"11071","Russia",2010-04-18,469
"11072","South.Africa",2010-04-18,2417
"11073","Spain",2010-04-18,5
"11074","Sweden",2010-04-18,2
"11075","Switzerland",2010-04-18,7
"11076","Ukraine",2010-04-18,269
"11077","United.States",2010-04-18,1110
"11078","Uruguay",2010-04-18,86
"11079","Argentina",2010-04-25,142
"11080","Australia",2010-04-25,211
"11081","Austria",2010-04-25,530
"11082","Belgium",2010-04-25,24
"11083","Bolivia",2010-04-25,250
"11084","Brazil",2010-04-25,200
"11085","Bulgaria",2010-04-25,379
"11086","Canada",2010-04-25,966
"11087","Chile",2010-04-25,6
"11088","France",2010-04-25,4
"11089","Germany",2010-04-25,472
"11090","Hungary",2010-04-25,46
"11091","Japan",2010-04-25,7
"11092","Mexico",2010-04-25,907
"11093","Netherlands",2010-04-25,14
"11094","New.Zealand",2010-04-25,19
"11095","Norway",2010-04-25,34
"11096","Paraguay",2010-04-25,223
"11097","Peru",2010-04-25,199
"11098","Poland",2010-04-25,14
"11099","Romania",2010-04-25,604
"11100","Russia",2010-04-25,521
"11101","South.Africa",2010-04-25,2747
"11102","Spain",2010-04-25,5
"11103","Sweden",2010-04-25,2
"11104","Switzerland",2010-04-25,6
"11105","Ukraine",2010-04-25,294
"11106","United.States",2010-04-25,1149
"11107","Uruguay",2010-04-25,89
"11108","Argentina",2010-05-02,134
"11109","Australia",2010-05-02,214
"11110","Austria",2010-05-02,490
"11111","Belgium",2010-05-02,27
"11112","Bolivia",2010-05-02,246
"11113","Brazil",2010-05-02,196
"11114","Bulgaria",2010-05-02,390
"11115","Canada",2010-05-02,854
"11116","Chile",2010-05-02,5
"11117","France",2010-05-02,5
"11118","Germany",2010-05-02,490
"11119","Hungary",2010-05-02,43
"11120","Japan",2010-05-02,7
"11121","Mexico",2010-05-02,850
"11122","Netherlands",2010-05-02,13
"11123","New.Zealand",2010-05-02,28
"11124","Norway",2010-05-02,53
"11125","Paraguay",2010-05-02,216
"11126","Peru",2010-05-02,175
"11127","Poland",2010-05-02,13
"11128","Romania",2010-05-02,576
"11129","Russia",2010-05-02,484
"11130","South.Africa",2010-05-02,2799
"11131","Spain",2010-05-02,6
"11132","Sweden",2010-05-02,2
"11133","Switzerland",2010-05-02,6
"11134","Ukraine",2010-05-02,279
"11135","United.States",2010-05-02,1088
"11136","Uruguay",2010-05-02,104
"11137","Argentina",2010-05-09,163
"11138","Australia",2010-05-09,280
"11139","Austria",2010-05-09,460
"11140","Belgium",2010-05-09,31
"11141","Bolivia",2010-05-09,260
"11142","Brazil",2010-05-09,214
"11143","Bulgaria",2010-05-09,334
"11144","Canada",2010-05-09,868
"11145","Chile",2010-05-09,6
"11146","France",2010-05-09,6
"11147","Germany",2010-05-09,508
"11148","Hungary",2010-05-09,40
"11149","Japan",2010-05-09,6
"11150","Mexico",2010-05-09,811
"11151","Netherlands",2010-05-09,14
"11152","New.Zealand",2010-05-09,25
"11153","Norway",2010-05-09,59
"11154","Paraguay",2010-05-09,229
"11155","Peru",2010-05-09,186
"11156","Poland",2010-05-09,13
"11157","Romania",2010-05-09,527
"11158","Russia",2010-05-09,408
"11159","South.Africa",2010-05-09,3065
"11160","Spain",2010-05-09,6
"11161","Sweden",2010-05-09,1
"11162","Switzerland",2010-05-09,7
"11163","Ukraine",2010-05-09,232
"11164","United.States",2010-05-09,1060
"11165","Uruguay",2010-05-09,102
"11166","Argentina",2010-05-16,180
"11167","Australia",2010-05-16,316
"11168","Austria",2010-05-16,527
"11169","Belgium",2010-05-16,35
"11170","Bolivia",2010-05-16,255
"11171","Brazil",2010-05-16,232
"11172","Bulgaria",2010-05-16,309
"11173","Canada",2010-05-16,833
"11174","Chile",2010-05-16,7
"11175","France",2010-05-16,7
"11176","Germany",2010-05-16,594
"11177","Hungary",2010-05-16,42
"11178","Japan",2010-05-16,7
"11179","Mexico",2010-05-16,817
"11180","Netherlands",2010-05-16,14
"11181","New.Zealand",2010-05-16,20
"11182","Norway",2010-05-16,54
"11183","Paraguay",2010-05-16,237
"11184","Peru",2010-05-16,186
"11185","Poland",2010-05-16,13
"11186","Romania",2010-05-16,519
"11187","Russia",2010-05-16,356
"11188","South.Africa",2010-05-16,3178
"11189","Spain",2010-05-16,8
"11190","Sweden",2010-05-16,1
"11191","Switzerland",2010-05-16,10
"11192","Ukraine",2010-05-16,218
"11193","United.States",2010-05-16,1042
"11194","Uruguay",2010-05-16,101
"11195","Argentina",2010-05-23,186
"11196","Australia",2010-05-23,319
"11197","Austria",2010-05-23,506
"11198","Belgium",2010-05-23,26
"11199","Bolivia",2010-05-23,271
"11200","Brazil",2010-05-23,226
"11201","Bulgaria",2010-05-23,314
"11202","Canada",2010-05-23,715
"11203","Chile",2010-05-23,7
"11204","France",2010-05-23,5
"11205","Germany",2010-05-23,491
"11206","Hungary",2010-05-23,50
"11207","Japan",2010-05-23,6
"11208","Mexico",2010-05-23,775
"11209","Netherlands",2010-05-23,11
"11210","New.Zealand",2010-05-23,28
"11211","Norway",2010-05-23,36
"11212","Paraguay",2010-05-23,229
"11213","Peru",2010-05-23,195
"11214","Poland",2010-05-23,12
"11215","Romania",2010-05-23,557
"11216","Russia",2010-05-23,305
"11217","South.Africa",2010-05-23,3121
"11218","Spain",2010-05-23,7
"11219","Sweden",2010-05-23,1
"11220","Switzerland",2010-05-23,8
"11221","Ukraine",2010-05-23,226
"11222","United.States",2010-05-23,989
"11223","Uruguay",2010-05-23,97
"11224","Argentina",2010-05-30,186
"11225","Australia",2010-05-30,230
"11226","Austria",2010-05-30,462
"11227","Belgium",2010-05-30,22
"11228","Bolivia",2010-05-30,239
"11229","Brazil",2010-05-30,212
"11230","Bulgaria",2010-05-30,306
"11231","Canada",2010-05-30,641
"11232","Chile",2010-05-30,7
"11233","France",2010-05-30,4
"11234","Germany",2010-05-30,424
"11235","Hungary",2010-05-30,44
"11236","Japan",2010-05-30,5
"11237","Mexico",2010-05-30,778
"11238","Netherlands",2010-05-30,12
"11239","New.Zealand",2010-05-30,26
"11240","Norway",2010-05-30,32
"11241","Paraguay",2010-05-30,246
"11242","Peru",2010-05-30,187
"11243","Poland",2010-05-30,12
"11244","Romania",2010-05-30,537
"11245","Russia",2010-05-30,295
"11246","South.Africa",2010-05-30,2687
"11247","Spain",2010-05-30,6
"11248","Sweden",2010-05-30,1
"11249","Switzerland",2010-05-30,5
"11250","Ukraine",2010-05-30,205
"11251","United.States",2010-05-30,965
"11252","Uruguay",2010-05-30,108
"11253","Argentina",2010-06-06,196
"11254","Australia",2010-06-06,337
"11255","Austria",2010-06-06,466
"11256","Belgium",2010-06-06,16
"11257","Bolivia",2010-06-06,314
"11258","Brazil",2010-06-06,223
"11259","Bulgaria",2010-06-06,304
"11260","Canada",2010-06-06,570
"11261","Chile",2010-06-06,7
"11262","France",2010-06-06,3
"11263","Germany",2010-06-06,365
"11264","Hungary",2010-06-06,37
"11265","Japan",2010-06-06,5
"11266","Mexico",2010-06-06,715
"11267","Netherlands",2010-06-06,12
"11268","New.Zealand",2010-06-06,37
"11269","Norway",2010-06-06,29
"11270","Paraguay",2010-06-06,248
"11271","Peru",2010-06-06,190
"11272","Poland",2010-06-06,12
"11273","Romania",2010-06-06,525
"11274","Russia",2010-06-06,276
"11275","South.Africa",2010-06-06,3117
"11276","Spain",2010-06-06,4
"11277","Sweden",2010-06-06,1
"11278","Switzerland",2010-06-06,6
"11279","Ukraine",2010-06-06,190
"11280","United.States",2010-06-06,858
"11281","Uruguay",2010-06-06,112
"11282","Argentina",2010-06-13,210
"11283","Australia",2010-06-13,307
"11284","Austria",2010-06-13,419
"11285","Belgium",2010-06-13,12
"11286","Bolivia",2010-06-13,286
"11287","Brazil",2010-06-13,228
"11288","Bulgaria",2010-06-13,282
"11289","Canada",2010-06-13,592
"11290","Chile",2010-06-13,7
"11291","France",2010-06-13,3
"11292","Germany",2010-06-13,346
"11293","Hungary",2010-06-13,31
"11294","Japan",2010-06-13,4
"11295","Mexico",2010-06-13,677
"11296","Netherlands",2010-06-13,11
"11297","New.Zealand",2010-06-13,41
"11298","Norway",2010-06-13,22
"11299","Paraguay",2010-06-13,228
"11300","Peru",2010-06-13,198
"11301","Poland",2010-06-13,12
"11302","Romania",2010-06-13,507
"11303","Russia",2010-06-13,272
"11304","South.Africa",2010-06-13,3071
"11305","Spain",2010-06-13,4
"11306","Sweden",2010-06-13,1
"11307","Switzerland",2010-06-13,9
"11308","Ukraine",2010-06-13,171
"11309","United.States",2010-06-13,808
"11310","Uruguay",2010-06-13,107
"11311","Argentina",2010-06-20,207
"11312","Australia",2010-06-20,281
"11313","Austria",2010-06-20,441
"11314","Belgium",2010-06-20,11
"11315","Bolivia",2010-06-20,268
"11316","Brazil",2010-06-20,225
"11317","Bulgaria",2010-06-20,270
"11318","Canada",2010-06-20,546
"11319","Chile",2010-06-20,7
"11320","France",2010-06-20,3
"11321","Germany",2010-06-20,354
"11322","Hungary",2010-06-20,27
"11323","Japan",2010-06-20,4
"11324","Mexico",2010-06-20,687
"11325","Netherlands",2010-06-20,12
"11326","New.Zealand",2010-06-20,31
"11327","Norway",2010-06-20,24
"11328","Paraguay",2010-06-20,216
"11329","Peru",2010-06-20,188
"11330","Poland",2010-06-20,11
"11331","Romania",2010-06-20,475
"11332","Russia",2010-06-20,249
"11333","South.Africa",2010-06-20,3322
"11334","Spain",2010-06-20,4
"11335","Sweden",2010-06-20,1
"11336","Switzerland",2010-06-20,6
"11337","Ukraine",2010-06-20,187
"11338","United.States",2010-06-20,786
"11339","Uruguay",2010-06-20,107
"11340","Argentina",2010-06-27,211
"11341","Australia",2010-06-27,265
"11342","Austria",2010-06-27,420
"11343","Belgium",2010-06-27,7
"11344","Bolivia",2010-06-27,229
"11345","Brazil",2010-06-27,203
"11346","Bulgaria",2010-06-27,244
"11347","Canada",2010-06-27,445
"11348","Chile",2010-06-27,8
"11349","France",2010-06-27,2
"11350","Germany",2010-06-27,306
"11351","Hungary",2010-06-27,29
"11352","Japan",2010-06-27,4
"11353","Mexico",2010-06-27,630
"11354","Netherlands",2010-06-27,10
"11355","New.Zealand",2010-06-27,45
"11356","Norway",2010-06-27,23
"11357","Paraguay",2010-06-27,192
"11358","Peru",2010-06-27,178
"11359","Poland",2010-06-27,10
"11360","Romania",2010-06-27,447
"11361","Russia",2010-06-27,223
"11362","South.Africa",2010-06-27,3300
"11363","Spain",2010-06-27,3
"11364","Sweden",2010-06-27,1
"11365","Switzerland",2010-06-27,7
"11366","Ukraine",2010-06-27,180
"11367","United.States",2010-06-27,765
"11368","Uruguay",2010-06-27,101
"11369","Argentina",2010-07-04,187
"11370","Australia",2010-07-04,245
"11371","Austria",2010-07-04,411
"11372","Belgium",2010-07-04,7
"11373","Bolivia",2010-07-04,208
"11374","Brazil",2010-07-04,189
"11375","Bulgaria",2010-07-04,243
"11376","Canada",2010-07-04,561
"11377","Chile",2010-07-04,9
"11378","France",2010-07-04,2
"11379","Germany",2010-07-04,281
"11380","Hungary",2010-07-04,32
"11381","Japan",2010-07-04,3
"11382","Mexico",2010-07-04,615
"11383","Netherlands",2010-07-04,11
"11384","New.Zealand",2010-07-04,52
"11385","Norway",2010-07-04,24
"11386","Paraguay",2010-07-04,192
"11387","Peru",2010-07-04,175
"11388","Poland",2010-07-04,9
"11389","Romania",2010-07-04,446
"11390","Russia",2010-07-04,213
"11391","South.Africa",2010-07-04,3096
"11392","Spain",2010-07-04,3
"11393","Sweden",2010-07-04,1
"11394","Switzerland",2010-07-04,7
"11395","Ukraine",2010-07-04,187
"11396","United.States",2010-07-04,760
"11397","Uruguay",2010-07-04,102
"11398","Argentina",2010-07-11,200
"11399","Australia",2010-07-11,323
"11400","Austria",2010-07-11,405
"11401","Belgium",2010-07-11,8
"11402","Bolivia",2010-07-11,203
"11403","Brazil",2010-07-11,175
"11404","Bulgaria",2010-07-11,245
"11405","Canada",2010-07-11,451
"11406","Chile",2010-07-11,10
"11407","France",2010-07-11,2
"11408","Germany",2010-07-11,254
"11409","Hungary",2010-07-11,36
"11410","Japan",2010-07-11,3
"11411","Mexico",2010-07-11,673
"11412","Netherlands",2010-07-11,11
"11413","New.Zealand",2010-07-11,62
"11414","Norway",2010-07-11,21
"11415","Paraguay",2010-07-11,198
"11416","Peru",2010-07-11,174
"11417","Poland",2010-07-11,9
"11418","Romania",2010-07-11,445
"11419","Russia",2010-07-11,193
"11420","South.Africa",2010-07-11,3281
"11421","Spain",2010-07-11,3
"11422","Sweden",2010-07-11,1
"11423","Switzerland",2010-07-11,8
"11424","Ukraine",2010-07-11,189
"11425","United.States",2010-07-11,752
"11426","Uruguay",2010-07-11,103
"11427","Argentina",2010-07-18,185
"11428","Australia",2010-07-18,357
"11429","Austria",2010-07-18,406
"11430","Belgium",2010-07-18,8
"11431","Bolivia",2010-07-18,197
"11432","Brazil",2010-07-18,164
"11433","Bulgaria",2010-07-18,237
"11434","Canada",2010-07-18,462
"11435","Chile",2010-07-18,10
"11436","France",2010-07-18,2
"11437","Germany",2010-07-18,282
"11438","Hungary",2010-07-18,44
"11439","Japan",2010-07-18,3
"11440","Mexico",2010-07-18,713
"11441","Netherlands",2010-07-18,11
"11442","New.Zealand",2010-07-18,81
"11443","Norway",2010-07-18,19
"11444","Paraguay",2010-07-18,223
"11445","Peru",2010-07-18,169
"11446","Poland",2010-07-18,8
"11447","Romania",2010-07-18,468
"11448","Russia",2010-07-18,208
"11449","South.Africa",2010-07-18,3177
"11450","Spain",2010-07-18,3
"11451","Sweden",2010-07-18,1
"11452","Switzerland",2010-07-18,8
"11453","Ukraine",2010-07-18,207
"11454","United.States",2010-07-18,737
"11455","Uruguay",2010-07-18,105
"11456","Argentina",2010-07-25,192
"11457","Australia",2010-07-25,379
"11458","Austria",2010-07-25,423
"11459","Belgium",2010-07-25,9
"11460","Bolivia",2010-07-25,210
"11461","Brazil",2010-07-25,166
"11462","Bulgaria",2010-07-25,247
"11463","Canada",2010-07-25,481
"11464","Chile",2010-07-25,7
"11465","France",2010-07-25,3
"11466","Germany",2010-07-25,305
"11467","Hungary",2010-07-25,40
"11468","Japan",2010-07-25,3
"11469","Mexico",2010-07-25,704
"11470","Netherlands",2010-07-25,12
"11471","New.Zealand",2010-07-25,110
"11472","Norway",2010-07-25,21
"11473","Paraguay",2010-07-25,235
"11474","Peru",2010-07-25,131
"11475","Poland",2010-07-25,8
"11476","Romania",2010-07-25,512
"11477","Russia",2010-07-25,214
"11478","South.Africa",2010-07-25,3403
"11479","Spain",2010-07-25,4
"11480","Sweden",2010-07-25,1
"11481","Switzerland",2010-07-25,7
"11482","Ukraine",2010-07-25,244
"11483","United.States",2010-07-25,744
"11484","Uruguay",2010-07-25,117
"11485","Argentina",2010-08-01,175
"11486","Australia",2010-08-01,434
"11487","Austria",2010-08-01,389
"11488","Belgium",2010-08-01,9
"11489","Bolivia",2010-08-01,208
"11490","Brazil",2010-08-01,171
"11491","Bulgaria",2010-08-01,247
"11492","Canada",2010-08-01,468
"11493","Chile",2010-08-01,10
"11494","France",2010-08-01,3
"11495","Germany",2010-08-01,316
"11496","Hungary",2010-08-01,33
"11497","Japan",2010-08-01,3
"11498","Mexico",2010-08-01,753
"11499","Netherlands",2010-08-01,11
"11500","New.Zealand",2010-08-01,130
"11501","Norway",2010-08-01,23
"11502","Paraguay",2010-08-01,239
"11503","Peru",2010-08-01,147
"11504","Poland",2010-08-01,7
"11505","Romania",2010-08-01,518
"11506","Russia",2010-08-01,208
"11507","South.Africa",2010-08-01,3969
"11508","Spain",2010-08-01,4
"11509","Sweden",2010-08-01,1
"11510","Switzerland",2010-08-01,7
"11511","Ukraine",2010-08-01,269
"11512","United.States",2010-08-01,757
"11513","Uruguay",2010-08-01,122
"11514","Argentina",2010-08-08,194
"11515","Australia",2010-08-08,460
"11516","Austria",2010-08-08,462
"11517","Belgium",2010-08-08,11
"11518","Bolivia",2010-08-08,237
"11519","Brazil",2010-08-08,193
"11520","Bulgaria",2010-08-08,233
"11521","Canada",2010-08-08,442
"11522","Chile",2010-08-08,19
"11523","France",2010-08-08,3
"11524","Germany",2010-08-08,335
"11525","Hungary",2010-08-08,34
"11526","Japan",2010-08-08,3
"11527","Mexico",2010-08-08,763
"11528","Netherlands",2010-08-08,12
"11529","New.Zealand",2010-08-08,123
"11530","Norway",2010-08-08,28
"11531","Paraguay",2010-08-08,241
"11532","Peru",2010-08-08,172
"11533","Poland",2010-08-08,7
"11534","Romania",2010-08-08,552
"11535","Russia",2010-08-08,241
